date,open,high,low,close,volume,ret,source
2018-05-08,10.18,12.22,10.18,12.22,29739.0,,akshare_stock_zh_a_daily
2018-05-09,13.44,13.44,13.44,13.44,20661.0,0.09983633387888702,akshare_stock_zh_a_daily
2018-05-10,14.79,14.79,14.79,14.79,8500.0,0.1004464285714286,akshare_stock_zh_a_daily
2018-05-11,16.26,16.26,16.26,16.26,55195.0,0.09939148073022319,akshare_stock_zh_a_daily
2018-05-14,17.89,17.89,17.89,17.89,73713.0,0.10024600246002446,akshare_stock_zh_a_daily
2018-05-15,19.68,19.68,19.68,19.68,89725.0,0.10005589714924534,akshare_stock_zh_a_daily
2018-05-16,21.65,21.65,21.65,21.65,98871.0,0.10010162601626016,akshare_stock_zh_a_daily
2018-05-17,23.81,23.81,23.81,23.81,196587.0,0.09976905311778284,akshare_stock_zh_a_daily
2018-05-18,26.19,26.19,26.19,26.19,311615.0,0.09995800083998341,akshare_stock_zh_a_daily
2018-05-21,28.81,28.81,28.81,28.81,176218.0,0.10003818251240926,akshare_stock_zh_a_daily
2018-05-22,31.69,31.69,31.69,31.69,259098.0,0.09996528982992037,akshare_stock_zh_a_daily
2018-05-23,34.86,34.86,34.86,34.86,268867.0,0.10003155569580313,akshare_stock_zh_a_daily
2018-05-24,38.35,38.35,38.35,38.35,590152.0,0.10011474469305792,akshare_stock_zh_a_daily
2018-05-25,42.18,42.18,42.18,42.18,2535836.0,0.09986962190352022,akshare_stock_zh_a_daily
2018-05-28,46.4,46.4,46.4,46.4,2113519.0,0.10004741583688959,akshare_stock_zh_a_daily
2018-05-29,51.04,51.04,51.04,51.04,4196101.0,0.10000000000000009,akshare_stock_zh_a_daily
2018-05-30,53.08,53.27,46.87,47.29,72523591.0,-0.0734717868338558,akshare_stock_zh_a_daily
2018-05-31,48.8,52.0,45.59,50.96,42738509.0,0.0776062592514275,akshare_stock_zh_a_daily
2018-06-01,49.55,52.99,48.92,52.21,32630686.0,0.02452904238618525,akshare_stock_zh_a_daily
2018-06-04,53.59,54.56,46.98,47.5,36227220.0,-0.09021260294962652,akshare_stock_zh_a_daily
2018-06-05,46.36,47.82,44.79,47.06,26763623.0,-0.009263157894736751,akshare_stock_zh_a_daily
2018-06-06,46.4,48.89,45.99,48.74,25913717.0,0.03569910752231187,akshare_stock_zh_a_daily
2018-06-07,48.33,48.56,46.7,46.77,18632920.0,-0.040418547394337256,akshare_stock_zh_a_daily
2018-06-08,46.0,47.71,45.58,46.54,17894569.0,-0.004917682274962698,akshare_stock_zh_a_daily
2018-06-11,45.48,45.83,42.04,42.48,25019713.0,-0.08723678556080794,akshare_stock_zh_a_daily
2018-06-12,43.07,43.73,41.7,43.14,17399563.0,0.015536723163841915,akshare_stock_zh_a_daily
2018-06-13,42.63,43.93,41.93,42.43,16810346.0,-0.016458043579045012,akshare_stock_zh_a_daily
2018-06-14,41.26,42.68,39.01,39.39,24191241.0,-0.07164741927881213,akshare_stock_zh_a_daily
2018-06-15,39.55,40.25,38.92,39.5,15404365.0,0.002792586951002818,akshare_stock_zh_a_daily
2018-06-19,38.41,40.22,37.55,38.87,17835774.0,-0.015949367088607613,akshare_stock_zh_a_daily
2018-06-20,39.21,40.15,37.78,39.68,17388669.0,0.020838693079495707,akshare_stock_zh_a_daily
2018-06-21,39.61,39.88,35.71,35.91,22405240.0,-0.09501008064516137,akshare_stock_zh_a_daily
2018-06-22,34.83,36.21,34.32,35.32,15708505.0,-0.016429963798384795,akshare_stock_zh_a_daily
2018-06-25,35.4,37.48,35.2,36.55,17428841.0,0.03482446206115508,akshare_stock_zh_a_daily
2018-06-26,35.86,37.72,35.56,37.6,14789749.0,0.028727770177838785,akshare_stock_zh_a_daily
2018-06-27,37.33,37.62,36.38,36.65,10235240.0,-0.025265957446808596,akshare_stock_zh_a_daily
2018-06-28,36.54,37.2,33.83,33.92,12007147.0,-0.07448840381991806,akshare_stock_zh_a_daily
2018-06-29,34.06,37.31,33.92,37.31,12948468.0,0.09994103773584917,akshare_stock_zh_a_daily
2018-07-02,37.29,39.44,36.93,37.88,16647296.0,0.015277405521308074,akshare_stock_zh_a_daily
2018-07-03,38.22,39.06,36.03,37.78,13299803.0,-0.0026399155227032622,akshare_stock_zh_a_daily
2018-07-04,37.32,37.33,35.0,35.35,11785606.0,-0.06431974589730016,akshare_stock_zh_a_daily
2018-07-05,34.97,36.26,34.58,35.34,9854548.0,-0.00028288543140020384,akshare_stock_zh_a_daily
2018-07-06,35.29,38.87,35.29,37.68,19830723.0,0.06621392190152786,akshare_stock_zh_a_daily
2018-07-09,38.13,38.98,37.13,38.77,14561575.0,0.02892781316348203,akshare_stock_zh_a_daily
2018-07-10,39.18,39.88,37.99,38.61,10954645.0,-0.004126902244003139,akshare_stock_zh_a_daily
2018-07-11,37.33,38.6,36.98,38.31,11107086.0,-0.007770007770007692,akshare_stock_zh_a_daily
2018-07-12,38.31,41.09,37.97,40.34,17625362.0,0.05298877577655969,akshare_stock_zh_a_daily
2018-07-13,39.68,41.41,39.13,40.0,14916502.0,-0.008428358948934123,akshare_stock_zh_a_daily
2018-07-16,39.61,40.27,38.43,38.9,9748346.0,-0.02750000000000008,akshare_stock_zh_a_daily
2018-07-17,38.83,39.24,38.11,38.87,6453182.0,-0.0007712082262211206,akshare_stock_zh_a_daily
2018-07-18,38.88,39.19,37.05,37.11,10592140.0,-0.04527913558013885,akshare_stock_zh_a_daily
2018-07-19,36.93,36.93,35.07,35.44,11250482.0,-0.045001347345728915,akshare_stock_zh_a_daily
2018-07-20,35.17,36.85,35.09,36.23,8302520.0,0.022291196388261936,akshare_stock_zh_a_daily
2018-07-23,33.79,34.96,33.18,34.62,14194263.0,-0.044438310792161206,akshare_stock_zh_a_daily
2018-07-24,34.42,35.63,34.23,35.15,8997247.0,0.015309069901790817,akshare_stock_zh_a_daily
2018-07-25,35.26,36.05,34.89,34.96,7498398.0,-0.00540540540540535,akshare_stock_zh_a_daily
2018-07-26,34.97,35.09,33.6,33.92,7123461.0,-0.029748283752860427,akshare_stock_zh_a_daily
2018-07-27,33.95,34.42,33.55,34.01,4371966.0,0.0026533018867922475,akshare_stock_zh_a_daily
2018-07-30,34.02,34.18,31.48,32.38,8217859.0,-0.047927080270508515,akshare_stock_zh_a_daily
2018-07-31,32.22,32.81,31.5,31.89,5586187.0,-0.015132798023471339,akshare_stock_zh_a_daily
2018-08-01,31.68,31.99,30.46,30.55,8317566.0,-0.042019441831295024,akshare_stock_zh_a_daily
2018-08-02,30.29,31.22,29.78,30.72,8254174.0,0.005564648117839521,akshare_stock_zh_a_daily
2018-08-03,30.53,30.82,29.57,29.6,5365618.0,-0.03645833333333326,akshare_stock_zh_a_daily
2018-08-06,29.27,29.49,27.99,28.12,7552197.0,-0.050000000000000044,akshare_stock_zh_a_daily
2018-08-07,28.47,30.23,28.14,30.09,9837000.0,0.07005689900426737,akshare_stock_zh_a_daily
2018-08-08,29.82,29.96,28.53,28.66,6492061.0,-0.047524094383516124,akshare_stock_zh_a_daily
2018-08-09,28.58,31.53,28.31,31.31,13070523.0,0.09246336357292395,akshare_stock_zh_a_daily
2018-08-10,31.04,32.02,30.73,31.44,8549131.0,0.004152028106036543,akshare_stock_zh_a_daily
2018-08-13,30.72,31.81,30.69,31.57,5368988.0,0.0041348600508905875,akshare_stock_zh_a_daily
2018-08-14,31.51,32.01,31.04,31.13,4054735.0,-0.013937282229965153,akshare_stock_zh_a_daily
2018-08-15,31.16,31.39,29.51,29.68,5980720.0,-0.04657886283327972,akshare_stock_zh_a_daily
2018-08-16,29.07,30.14,28.73,29.62,3976656.0,-0.0020215633423180668,akshare_stock_zh_a_daily
2018-08-17,30.01,30.09,28.15,28.25,7131098.0,-0.04625253207292368,akshare_stock_zh_a_daily
2018-08-20,28.26,28.76,27.66,28.67,4743914.0,0.014867256637168147,akshare_stock_zh_a_daily
2018-08-21,28.49,31.38,28.47,31.16,10866419.0,0.08685036623648412,akshare_stock_zh_a_daily
2018-08-22,32.32,33.04,31.82,32.32,13855117.0,0.037227214377406836,akshare_stock_zh_a_daily
2018-08-23,32.22,35.21,31.96,34.58,13527249.0,0.06992574257425743,akshare_stock_zh_a_daily
2018-08-24,34.07,34.92,33.5,33.74,8658516.0,-0.024291497975708398,akshare_stock_zh_a_daily
2018-08-27,34.06,35.99,33.8,34.93,11347502.0,0.03526970954356834,akshare_stock_zh_a_daily
2018-08-28,34.58,35.4,34.35,34.71,6592064.0,-0.006298310907529303,akshare_stock_zh_a_daily
2018-08-29,34.54,35.75,34.18,35.3,7181769.0,0.016997983290117924,akshare_stock_zh_a_daily
2018-08-30,35.11,35.35,33.78,34.38,6565853.0,-0.026062322946175498,akshare_stock_zh_a_daily
2018-08-31,34.02,34.17,33.18,33.2,5453950.0,-0.03432228039557883,akshare_stock_zh_a_daily
2018-09-03,32.89,34.33,32.89,34.22,5882095.0,0.030722891566264954,akshare_stock_zh_a_daily
2018-09-04,34.14,34.8,33.59,34.54,6519774.0,0.009351256575102385,akshare_stock_zh_a_daily
2018-09-05,34.16,34.37,33.4,33.57,5032716.0,-0.028083381586566314,akshare_stock_zh_a_daily
2018-09-06,33.36,35.08,33.36,34.22,6902097.0,0.019362526064938823,akshare_stock_zh_a_daily
2018-09-07,34.15,35.6,33.99,34.58,8573823.0,0.010520163646990044,akshare_stock_zh_a_daily
2018-09-10,34.54,35.13,33.81,34.36,5465580.0,-0.0063620589936379535,akshare_stock_zh_a_daily
2018-09-11,34.34,35.56,33.76,35.53,8291902.0,0.03405122235157165,akshare_stock_zh_a_daily
2018-09-12,35.4,36.73,34.19,34.38,10417957.0,-0.03236701379116236,akshare_stock_zh_a_daily
2018-09-13,34.79,34.93,31.63,33.55,10892810.0,-0.024141942990110632,akshare_stock_zh_a_daily
2018-09-14,33.2,33.26,32.29,32.54,4778406.0,-0.030104321907600484,akshare_stock_zh_a_daily
2018-09-17,32.14,32.96,31.75,32.41,3350645.0,-0.003995082974800335,akshare_stock_zh_a_daily
