date,open,high,low,close,volume,ret,source
2018-06-11,15.47,18.57,15.47,18.57,78829.0,,akshare_stock_zh_a_daily
2018-06-12,20.42,20.42,20.42,20.42,26579.0,0.09962304792676369,akshare_stock_zh_a_daily
2018-06-13,22.46,22.46,22.46,22.46,45030.0,0.09990205680705189,akshare_stock_zh_a_daily
2018-06-14,24.71,24.71,24.71,24.71,74267.0,0.10017809439002678,akshare_stock_zh_a_daily
2018-06-15,27.18,27.18,27.18,27.18,256510.0,0.09995953055443141,akshare_stock_zh_a_daily
2018-06-19,29.9,29.9,29.9,29.9,1117428.0,0.10007358351729212,akshare_stock_zh_a_daily
2018-06-20,32.89,32.89,32.89,32.89,1310382.0,0.10000000000000009,akshare_stock_zh_a_daily
2018-06-21,36.18,36.18,36.18,36.18,1231660.0,0.10003040437823052,akshare_stock_zh_a_daily
2018-06-22,36.93,37.29,32.56,34.13,128170599.0,-0.0566611387506909,akshare_stock_zh_a_daily
2018-06-25,34.98,36.72,34.48,35.49,69981999.0,0.03984764137122765,akshare_stock_zh_a_daily
2018-06-26,34.82,38.75,34.41,38.05,62553547.0,0.07213299520991812,akshare_stock_zh_a_daily
2018-06-27,38.06,38.43,36.81,38.0,44138862.0,-0.0013140604467805073,akshare_stock_zh_a_daily
2018-06-28,37.59,38.67,34.59,34.98,53080981.0,-0.07947368421052636,akshare_stock_zh_a_daily
2018-06-29,35.22,38.11,34.76,36.91,45698575.0,0.055174385363064626,akshare_stock_zh_a_daily
2018-07-02,36.31,36.66,35.45,35.9,32470182.0,-0.0273638580330533,akshare_stock_zh_a_daily
2018-07-03,36.0,36.51,33.77,35.54,33910064.0,-0.010027855153203369,akshare_stock_zh_a_daily
2018-07-04,34.95,34.95,33.59,33.81,26282197.0,-0.048677546426561524,akshare_stock_zh_a_daily
2018-07-05,33.34,36.87,33.28,35.29,34337783.0,0.04377403135167102,akshare_stock_zh_a_daily
2018-07-06,35.29,38.21,35.23,36.35,49213427.0,0.030036837631056912,akshare_stock_zh_a_daily
2018-07-09,36.31,36.71,35.45,36.7,31068979.0,0.009628610729023324,akshare_stock_zh_a_daily
2018-07-10,38.47,38.92,36.75,37.13,36484401.0,0.01171662125340589,akshare_stock_zh_a_daily
2018-07-11,35.9,40.49,35.69,39.52,49120805.0,0.06436843522757885,akshare_stock_zh_a_daily
2018-07-12,38.99,43.48,38.77,43.48,43085212.0,0.10020242914979738,akshare_stock_zh_a_daily
2018-07-13,42.06,45.37,41.56,42.42,48202055.0,-0.024379024839006336,akshare_stock_zh_a_daily
2018-07-16,42.42,43.47,41.08,43.03,29515196.0,0.01438000942951434,akshare_stock_zh_a_daily
2018-07-17,42.63,43.17,40.86,42.2,28615349.0,-0.01928886823146636,akshare_stock_zh_a_daily
2018-07-18,42.2,43.27,41.09,42.2,27113839.0,0.0,akshare_stock_zh_a_daily
2018-07-19,42.06,43.67,41.37,42.51,25074483.0,0.00734597156398098,akshare_stock_zh_a_daily
2018-07-20,42.31,46.76,42.06,46.64,42695635.0,0.09715361091507879,akshare_stock_zh_a_daily
2018-07-23,45.65,46.44,44.9,45.45,25014352.0,-0.02551457975986271,akshare_stock_zh_a_daily
2018-07-24,45.39,47.68,44.88,47.07,26501025.0,0.035643564356435675,akshare_stock_zh_a_daily
2018-07-25,46.67,48.76,42.36,42.36,45719348.0,-0.10006373486297004,akshare_stock_zh_a_daily
2018-07-26,41.29,42.36,39.29,40.11,39286999.0,-0.05311614730878189,akshare_stock_zh_a_daily
2018-07-27,40.0,40.33,38.81,39.0,22809584.0,-0.027673896783844465,akshare_stock_zh_a_daily
2018-07-30,39.24,39.67,38.47,39.41,18041846.0,0.010512820512820431,akshare_stock_zh_a_daily
2018-07-31,39.38,39.38,36.16,37.04,28128307.0,-0.06013702106064445,akshare_stock_zh_a_daily
2018-08-01,36.93,37.76,36.42,36.63,17933649.0,-0.011069114470842245,akshare_stock_zh_a_daily
2018-08-02,36.11,37.59,35.93,37.21,19853529.0,0.01583401583401578,akshare_stock_zh_a_daily
2018-08-03,36.8,37.51,35.21,35.7,17288867.0,-0.04058048911582901,akshare_stock_zh_a_daily
2018-08-06,35.39,36.46,34.67,35.72,15706945.0,0.0005602240896358524,akshare_stock_zh_a_daily
2018-08-07,36.15,38.19,35.9,37.85,19964947.0,0.05963045912653975,akshare_stock_zh_a_daily
2018-08-08,37.7,37.74,36.47,36.68,14770817.0,-0.03091149273447824,akshare_stock_zh_a_daily
2018-08-09,36.62,38.8,36.06,37.98,18474864.0,0.03544165757906215,akshare_stock_zh_a_daily
2018-08-10,37.75,38.2,37.45,38.18,11673860.0,0.00526592943654558,akshare_stock_zh_a_daily
2018-08-13,37.44,38.05,36.94,37.96,10949557.0,-0.005762179151388103,akshare_stock_zh_a_daily
2018-08-14,37.85,37.9,36.64,36.71,11735618.0,-0.03292939936775552,akshare_stock_zh_a_daily
2018-08-15,36.4,36.94,35.39,35.45,12916705.0,-0.03432307273222546,akshare_stock_zh_a_daily
2018-08-16,34.88,35.84,33.96,35.38,10715293.0,-0.001974612129760245,akshare_stock_zh_a_daily
2018-08-17,35.85,36.16,34.93,34.96,8224837.0,-0.011871113623516116,akshare_stock_zh_a_daily
2018-08-20,34.81,35.45,33.85,35.36,10922929.0,0.011441647597253857,akshare_stock_zh_a_daily
2018-08-21,35.37,36.3,34.89,35.68,10208839.0,0.009049773755656076,akshare_stock_zh_a_daily
2018-08-22,35.42,36.03,34.47,34.6,8999917.0,-0.030269058295964046,akshare_stock_zh_a_daily
2018-08-23,34.7,35.72,34.4,35.44,12193136.0,0.024277456647398665,akshare_stock_zh_a_daily
2018-08-24,34.78,36.52,34.72,35.29,13360932.0,-0.004232505643340767,akshare_stock_zh_a_daily
2018-08-27,35.17,36.4,34.82,36.14,12915092.0,0.024086143383394765,akshare_stock_zh_a_daily
2018-08-28,36.21,38.12,36.11,37.45,18813962.0,0.03624792473713345,akshare_stock_zh_a_daily
2018-08-29,37.24,37.7,36.83,37.45,10333837.0,0.0,akshare_stock_zh_a_daily
2018-08-30,37.54,37.95,35.71,35.9,13681809.0,-0.041388518024032206,akshare_stock_zh_a_daily
2018-08-31,35.13,35.49,33.34,33.59,15901213.0,-0.06434540389972132,akshare_stock_zh_a_daily
2018-09-03,33.23,33.23,31.29,32.44,15910805.0,-0.034236379874962974,akshare_stock_zh_a_daily
2018-09-04,32.41,32.95,32.19,32.75,8067558.0,0.009556103575832475,akshare_stock_zh_a_daily
2018-09-05,32.62,32.81,31.49,31.49,9689281.0,-0.03847328244274817,akshare_stock_zh_a_daily
2018-09-06,31.08,32.13,30.94,31.72,8854073.0,0.007303906001905336,akshare_stock_zh_a_daily
2018-09-07,32.05,33.28,31.91,32.48,12748586.0,0.023959646910466592,akshare_stock_zh_a_daily
2018-09-10,32.6,32.72,31.29,31.47,6545100.0,-0.03109605911330049,akshare_stock_zh_a_daily
2018-09-11,31.49,32.39,31.49,32.09,6629327.0,0.01970130282809035,akshare_stock_zh_a_daily
2018-09-12,32.21,33.47,32.11,33.08,12115986.0,0.03085073231536284,akshare_stock_zh_a_daily
2018-09-13,33.67,33.9,32.51,33.23,9852036.0,0.004534461910519871,akshare_stock_zh_a_daily
2018-09-14,34.0,35.39,33.78,33.8,15831828.0,0.017153174842010177,akshare_stock_zh_a_daily
2018-09-17,33.12,33.58,32.61,32.68,7131416.0,-0.03313609467455614,akshare_stock_zh_a_daily
2018-09-18,32.31,34.06,32.31,34.03,7789233.0,0.04130966952264381,akshare_stock_zh_a_daily
2018-09-19,33.84,35.16,33.57,34.53,9502594.0,0.014692918013517575,akshare_stock_zh_a_daily
2018-09-20,34.37,35.85,34.37,34.87,10200717.0,0.0098465102809151,akshare_stock_zh_a_daily
2018-09-21,35.2,35.85,34.8,35.49,7748207.0,0.017780326928592105,akshare_stock_zh_a_daily
2018-09-25,35.08,35.54,34.73,35.05,4204191.0,-0.012397858551704832,akshare_stock_zh_a_daily
2018-09-26,35.21,37.7,35.21,37.38,16061574.0,0.06647646219686187,akshare_stock_zh_a_daily
2018-09-27,37.06,38.44,36.77,37.21,13694667.0,-0.004547886570358539,akshare_stock_zh_a_daily
2018-09-28,36.98,38.51,36.98,37.44,11921098.0,0.006181134103735442,akshare_stock_zh_a_daily
2018-10-08,36.87,36.87,34.77,35.11,13116724.0,-0.062232905982905984,akshare_stock_zh_a_daily
2018-10-09,35.34,35.47,32.88,33.29,13389377.0,-0.05183708345200799,akshare_stock_zh_a_daily
2018-10-10,33.65,33.75,32.62,33.29,7163213.0,0.0,akshare_stock_zh_a_daily
2018-10-11,31.74,32.55,30.52,31.0,12809465.0,-0.06878942625413031,akshare_stock_zh_a_daily
2018-10-12,31.0,32.39,30.97,32.24,8600315.0,0.040000000000000036,akshare_stock_zh_a_daily
2018-10-15,35.29,35.47,34.81,35.47,19801487.0,0.10018610421836227,akshare_stock_zh_a_daily
2018-10-16,35.9,36.09,34.85,35.31,10452197.0,-0.004510854243022222,akshare_stock_zh_a_daily
2018-10-17,35.78,36.81,35.5,35.9,14232165.0,0.016709147550268977,akshare_stock_zh_a_daily
2018-10-18,35.23,36.62,33.6,34.89,10810902.0,-0.02813370473537602,akshare_stock_zh_a_daily
2018-10-19,34.37,38.09,34.37,37.84,14125112.0,0.08455144740613374,akshare_stock_zh_a_daily
2018-10-22,38.0,41.59,38.0,40.57,18106362.0,0.07214587737843536,akshare_stock_zh_a_daily
2018-10-23,40.06,41.01,39.03,40.0,12736627.0,-0.014049790485580527,akshare_stock_zh_a_daily
2018-10-24,39.92,40.76,39.04,39.49,10042803.0,-0.012749999999999928,akshare_stock_zh_a_daily
2018-10-25,38.47,41.84,38.21,41.5,13372207.0,0.05089896176247155,akshare_stock_zh_a_daily
2018-10-26,41.38,41.38,37.45,38.26,17691702.0,-0.07807228915662656,akshare_stock_zh_a_daily
2018-10-29,38.44,38.67,36.21,36.29,12719771.0,-0.051489806586513254,akshare_stock_zh_a_daily
2018-10-30,36.23,38.65,35.84,38.47,12887554.0,0.060071645081289704,akshare_stock_zh_a_daily
2018-10-31,38.61,39.71,38.06,38.21,9794351.0,-0.006758513127111954,akshare_stock_zh_a_daily
2018-11-01,38.57,39.4,37.55,37.75,9723959.0,-0.012038733315885897,akshare_stock_zh_a_daily
2018-11-02,39.05,40.33,39.0,40.25,13705894.0,0.0662251655629138,akshare_stock_zh_a_daily
2018-11-05,40.25,42.3,39.9,40.72,13063517.0,0.011677018633540426,akshare_stock_zh_a_daily
2018-11-06,40.53,42.26,38.98,41.84,12165834.0,0.027504911591355707,akshare_stock_zh_a_daily
2018-11-07,41.13,42.25,40.11,40.54,12658732.0,-0.031070745697896807,akshare_stock_zh_a_daily
2018-11-08,40.95,41.23,39.44,39.65,8044866.0,-0.021953626048347274,akshare_stock_zh_a_daily
