2026-04-27 10:58:14,461 | INFO | train | request_id=6b962206b829 | fund_code=018956 | task_id=train_018956_161ae5cf89 | stage=direction_model_calibration_start | direction_model_calibration_start
2026-04-27 10:58:14,503 | INFO | train | request_id=6b962206b829 | fund_code=018956 | task_id=train_018956_161ae5cf89 | stage=direction_model_calibration_success | direction_model_calibration_success
2026-04-27 10:58:14,586 | INFO | train | request_id=6b962206b829 | fund_code=018956 | task_id=train_018956_161ae5cf89 | stage=direction_model_calibration_start | direction_model_calibration_start
2026-04-27 10:58:14,623 | INFO | train | request_id=6b962206b829 | fund_code=018956 | task_id=train_018956_161ae5cf89 | stage=direction_model_calibration_success | direction_model_calibration_success
2026-04-27 10:58:14,687 | INFO | train | request_id=6b962206b829 | fund_code=018956 | task_id=train_018956_161ae5cf89 | stage=direction_model_calibration_start | direction_model_calibration_start
2026-04-27 10:58:14,728 | INFO | train | request_id=6b962206b829 | fund_code=018956 | task_id=train_018956_161ae5cf89 | stage=direction_model_calibration_success | direction_model_calibration_success
2026-04-27 10:58:14,816 | INFO | train | request_id=6b962206b829 | fund_code=018956 | task_id=train_018956_161ae5cf89 | stage=direction_model_calibration_start | direction_model_calibration_start
2026-04-27 10:58:14,852 | INFO | train | request_id=6b962206b829 | fund_code=018956 | task_id=train_018956_161ae5cf89 | stage=direction_model_calibration_success | direction_model_calibration_success
2026-04-27 10:58:15,330 | INFO | train | request_id=6b962206b829 | fund_code=018956 | task_id=train_018956_161ae5cf89 | stage=direction_model_calibration_start | direction_model_calibration_start
2026-04-27 10:58:15,366 | INFO | train | request_id=6b962206b829 | fund_code=018956 | task_id=train_018956_161ae5cf89 | stage=direction_model_calibration_success | direction_model_calibration_success
2026-04-27 10:58:15,863 | INFO | train | request_id=6b962206b829 | fund_code=018956 | task_id=train_018956_161ae5cf89 | stage=direction_model_calibration_start | direction_model_calibration_start
2026-04-27 10:58:15,900 | INFO | train | request_id=6b962206b829 | fund_code=018956 | task_id=train_018956_161ae5cf89 | stage=direction_model_calibration_success | direction_model_calibration_success
2026-04-27 10:58:16,372 | INFO | train | request_id=6b962206b829 | fund_code=018956 | task_id=train_018956_161ae5cf89 | stage=direction_model_calibration_start | direction_model_calibration_start
2026-04-27 10:58:16,410 | INFO | train | request_id=6b962206b829 | fund_code=018956 | task_id=train_018956_161ae5cf89 | stage=direction_model_calibration_success | direction_model_calibration_success
2026-04-27 10:58:16,923 | INFO | train | request_id=6b962206b829 | fund_code=018956 | task_id=train_018956_161ae5cf89 | stage=direction_model_calibration_start | direction_model_calibration_start
2026-04-27 10:58:16,963 | INFO | train | request_id=6b962206b829 | fund_code=018956 | task_id=train_018956_161ae5cf89 | stage=direction_model_calibration_success | direction_model_calibration_success
2026-04-27 10:58:17,461 | INFO | train | request_id=6b962206b829 | fund_code=018956 | task_id=train_018956_161ae5cf89 | stage=direction_model_calibration_start | direction_model_calibration_start
2026-04-27 10:58:17,498 | INFO | train | request_id=6b962206b829 | fund_code=018956 | task_id=train_018956_161ae5cf89 | stage=direction_model_calibration_success | direction_model_calibration_success
2026-04-27 10:58:18,019 | INFO | train | request_id=6b962206b829 | fund_code=018956 | task_id=train_018956_161ae5cf89 | stage=direction_model_calibration_start | direction_model_calibration_start
2026-04-27 10:58:18,058 | INFO | train | request_id=6b962206b829 | fund_code=018956 | task_id=train_018956_161ae5cf89 | stage=direction_model_calibration_success | direction_model_calibration_success
2026-04-27 10:58:18,760 | INFO | train | request_id=6b962206b829 | fund_code=018956 | task_id=train_018956_161ae5cf89 | stage=direction_model_calibration_start | direction_model_calibration_start
2026-04-27 10:58:18,947 | INFO | train | request_id=6b962206b829 | fund_code=018956 | task_id=train_018956_161ae5cf89 | stage=direction_model_calibration_success | direction_model_calibration_success
2026-04-27 10:58:19,538 | INFO | train | request_id=6b962206b829 | fund_code=018956 | task_id=train_018956_161ae5cf89 | stage=direction_model_calibration_start | direction_model_calibration_start
2026-04-27 10:58:19,728 | INFO | train | request_id=6b962206b829 | fund_code=018956 | task_id=train_018956_161ae5cf89 | stage=direction_model_calibration_success | direction_model_calibration_success
2026-04-27 10:58:20,220 | INFO | train | request_id=6b962206b829 | fund_code=018956 | task_id=train_018956_161ae5cf89 | stage=direction_model_calibration_start | direction_model_calibration_start
2026-04-27 10:58:20,255 | INFO | train | request_id=6b962206b829 | fund_code=018956 | task_id=train_018956_161ae5cf89 | stage=direction_model_calibration_success | direction_model_calibration_success
2026-04-27 10:58:20,682 | INFO | train | request_id=6b962206b829 | fund_code=018956 | task_id=train_018956_161ae5cf89 | stage=direction_model_calibration_start | direction_model_calibration_start
2026-04-27 10:58:20,718 | INFO | train | request_id=6b962206b829 | fund_code=018956 | task_id=train_018956_161ae5cf89 | stage=direction_model_calibration_success | direction_model_calibration_success
2026-04-27 10:58:21,193 | INFO | train | request_id=6b962206b829 | fund_code=018956 | task_id=train_018956_161ae5cf89 | stage=direction_model_calibration_start | direction_model_calibration_start
2026-04-27 10:58:21,236 | INFO | train | request_id=6b962206b829 | fund_code=018956 | task_id=train_018956_161ae5cf89 | stage=direction_model_calibration_success | direction_model_calibration_success
2026-04-27 10:58:21,260 | INFO | train | request_id=6b962206b829 | fund_code=018956 | task_id=train_018956_161ae5cf89 | stage=direction_model_train_success | direction_model_train_success model=lightgbm_cls selector=mi_top10
2026-04-27 10:58:21,268 | INFO | train | request_id=6b962206b829 | fund_code=018956 | task_id=train_018956_161ae5cf89 | stage=regime_interval_start | regime_interval_start
2026-04-27 10:58:21,280 | INFO | train | request_id=6b962206b829 | fund_code=018956 | task_id=train_018956_161ae5cf89 | stage=regime_interval_success | regime_interval_success
2026-04-27 10:58:21,284 | INFO | train | request_id=6b962206b829 | fund_code=018956 | task_id=train_018956_161ae5cf89 | stage=strong_signal_eval_start | strong_signal_eval_start
2026-04-27 10:58:21,297 | INFO | train | request_id=6b962206b829 | fund_code=018956 | task_id=train_018956_161ae5cf89 | stage=strong_signal_eval_success | strong_signal_eval_success count=55
2026-04-27 10:58:21,299 | INFO | train | request_id=6b962206b829 | fund_code=018956 | task_id=train_018956_161ae5cf89 | stage=excess_model_train_start | excess_model_train_start
2026-04-27 10:58:21,332 | INFO | train | request_id=6b962206b829 | fund_code=018956 | task_id=train_018956_161ae5cf89 | stage=excess_model_train_start | excess_model_train_success target=excess_cyb corr=0.335 auc=0.6591995221027479
2026-04-27 10:58:21,357 | INFO | train | request_id=6b962206b829 | fund_code=018956 | task_id=train_018956_161ae5cf89 | stage=excess_model_train_start | excess_model_train_success target=excess_kcb50 corr=0.273 auc=0.5884109916367981
2026-04-27 10:58:21,379 | INFO | train | request_id=6b962206b829 | fund_code=018956 | task_id=train_018956_161ae5cf89 | stage=excess_model_train_start | excess_model_train_success target=excess_top10 corr=0.266 auc=0.5940993788819876
2026-04-27 10:58:21,399 | INFO | train | request_id=6b962206b829 | fund_code=018956 | task_id=train_018956_161ae5cf89 | stage=excess_model_train_start | excess_model_train_success target=excess_theme corr=0.323 auc=0.6278375149342892
2026-04-27 10:58:21,399 | INFO | train | request_id=6b962206b829 | fund_code=018956 | task_id=train_018956_161ae5cf89 | stage=excess_model_train_success | excess_model_train_success models=['excess_cyb', 'excess_kcb50', 'excess_top10', 'excess_theme']
2026-04-27 10:58:21,400 | INFO | train | request_id=6b962206b829 | fund_code=018956 | task_id=train_018956_161ae5cf89 | stage=exposure_stability_check_start | exposure_stability_check_start
2026-04-27 10:58:21,400 | INFO | train | request_id=6b962206b829 | fund_code=018956 | task_id=train_018956_161ae5cf89 | stage=exposure_stability_check_success | exposure_stability_check_success shift_flag=False
2026-04-27 10:58:21,401 | INFO | train | request_id=6b962206b829 | fund_code=018956 | task_id=train_018956_161ae5cf89 | stage=lead_lag_diagnostics_start | lead_lag_diagnostics_start
2026-04-27 10:58:21,402 | INFO | train | request_id=6b962206b829 | fund_code=018956 | task_id=train_018956_161ae5cf89 | stage=lead_lag_diagnostics_success | lead_lag_diagnostics_success best_lag=minus_1 corr=0.580
2026-04-27 10:58:21,402 | INFO | train | request_id=6b962206b829 | fund_code=018956 | task_id=train_018956_161ae5cf89 | stage=turning_point_diagnostics_start | turning_point_diagnostics_start
2026-04-27 10:58:21,402 | INFO | train | request_id=6b962206b829 | fund_code=018956 | task_id=train_018956_161ae5cf89 | stage=turning_point_diagnostics_success | turning_point_diagnostics_success count=67 same_day_rate=0.313
2026-04-27 10:58:21,431 | INFO | train | request_id=6b962206b829 | fund_code=018956 | task_id=train_018956_161ae5cf89 | stage=model_saved | model_saved fund_code=018956 point_model=bayesian_ridge direction_model=lightgbm_cls
