date,nav,source,daily_growth_pct,acc_nav
2008-06-19,1.0,akshare_fund_open_fund_info_em,0.0,1.0
2008-06-20,1.0001,akshare_fund_open_fund_info_em,0.01,1.0001
2008-06-27,0.9999,akshare_fund_open_fund_info_em,-0.02,0.9999
2008-06-30,0.9999,akshare_fund_open_fund_info_em,0.0,0.9999
2008-07-04,1.0002,akshare_fund_open_fund_info_em,0.03,1.0002
2008-07-11,1.0031,akshare_fund_open_fund_info_em,0.2899,1.0031
2008-07-18,0.9961,akshare_fund_open_fund_info_em,-0.6978,0.9961
2008-07-25,1.0054,akshare_fund_open_fund_info_em,0.9336,1.0054
2008-08-01,0.9945,akshare_fund_open_fund_info_em,-1.0841,0.9945
2008-08-08,0.9739,akshare_fund_open_fund_info_em,-2.0714,0.9739
2008-08-15,0.9658,akshare_fund_open_fund_info_em,-0.8317,0.9658
2008-08-22,0.9599,akshare_fund_open_fund_info_em,-0.6109,0.9599
2008-08-29,0.9523,akshare_fund_open_fund_info_em,-0.7917,0.9523
2008-09-05,0.9336,akshare_fund_open_fund_info_em,-1.9637,0.9336
2008-09-12,0.9299,akshare_fund_open_fund_info_em,-0.3963,0.9299
2008-09-18,0.9261,akshare_fund_open_fund_info_em,-0.4086,0.9261
2008-09-19,0.9378,akshare_fund_open_fund_info_em,1.2634,0.9378
2008-09-22,0.9425,akshare_fund_open_fund_info_em,0.5012,0.9425
2008-09-23,0.9284,akshare_fund_open_fund_info_em,-1.496,0.9284
2008-09-24,0.9294,akshare_fund_open_fund_info_em,0.1077,0.9294
2008-09-25,0.9402,akshare_fund_open_fund_info_em,1.162,0.9402
2008-09-26,0.9451,akshare_fund_open_fund_info_em,0.5212,0.9451
2008-09-30,0.9451,akshare_fund_open_fund_info_em,0.0,0.9451
2008-10-06,0.9305,akshare_fund_open_fund_info_em,-1.5448,0.9305
2008-10-07,0.9354,akshare_fund_open_fund_info_em,0.5266,0.9354
2008-10-08,0.9271,akshare_fund_open_fund_info_em,-0.8873,0.9271
2008-10-09,0.9258,akshare_fund_open_fund_info_em,-0.1402,0.9258
2008-10-10,0.916,akshare_fund_open_fund_info_em,-1.0585,0.916
2008-10-13,0.9266,akshare_fund_open_fund_info_em,1.1572,0.9266
2008-10-14,0.9235,akshare_fund_open_fund_info_em,-0.3346,0.9235
2008-10-15,0.9227,akshare_fund_open_fund_info_em,-0.0866,0.9227
2008-10-16,0.9077,akshare_fund_open_fund_info_em,-1.6257,0.9077
2008-10-17,0.9086,akshare_fund_open_fund_info_em,0.0992,0.9086
2008-10-20,0.9159,akshare_fund_open_fund_info_em,0.8034,0.9159
2008-10-21,0.916,akshare_fund_open_fund_info_em,0.0109,0.916
2008-10-22,0.912,akshare_fund_open_fund_info_em,-0.4367,0.912
2008-10-23,0.9115,akshare_fund_open_fund_info_em,-0.0548,0.9115
2008-10-24,0.9054,akshare_fund_open_fund_info_em,-0.6692,0.9054
2008-10-27,0.891,akshare_fund_open_fund_info_em,-1.5905,0.891
2008-10-28,0.8974,akshare_fund_open_fund_info_em,0.7183,0.8974
2008-10-29,0.8918,akshare_fund_open_fund_info_em,-0.624,0.8918
2008-10-30,0.897,akshare_fund_open_fund_info_em,0.5831,0.897
2008-10-31,0.8952,akshare_fund_open_fund_info_em,-0.2007,0.8952
2008-11-03,0.8948,akshare_fund_open_fund_info_em,-0.0447,0.8948
2008-11-04,0.8886,akshare_fund_open_fund_info_em,-0.6929,0.8886
2008-11-05,0.8982,akshare_fund_open_fund_info_em,1.0804,0.8982
2008-11-06,0.8939,akshare_fund_open_fund_info_em,-0.4787,0.8939
2008-11-07,0.896,akshare_fund_open_fund_info_em,0.2349,0.896
2008-11-10,0.9133,akshare_fund_open_fund_info_em,1.9308,0.9133
2008-11-11,0.9114,akshare_fund_open_fund_info_em,-0.208,0.9114
2008-11-12,0.9121,akshare_fund_open_fund_info_em,0.0768,0.9121
2008-11-13,0.93,akshare_fund_open_fund_info_em,1.9625,0.93
2008-11-14,0.9459,akshare_fund_open_fund_info_em,1.7097,0.9459
2008-11-17,0.9612,akshare_fund_open_fund_info_em,1.6175,0.9612
2008-11-18,0.9432,akshare_fund_open_fund_info_em,-1.8727,0.9432
2008-11-19,0.9672,akshare_fund_open_fund_info_em,2.5445,0.9672
2008-11-20,0.964,akshare_fund_open_fund_info_em,-0.3309,0.964
2008-11-21,0.9685,akshare_fund_open_fund_info_em,0.4668,0.9685
2008-11-24,0.9515,akshare_fund_open_fund_info_em,-1.7553,0.9515
2008-11-25,0.9505,akshare_fund_open_fund_info_em,-0.1051,0.9505
2008-11-26,0.9537,akshare_fund_open_fund_info_em,0.3367,0.9537
2008-11-27,0.9629,akshare_fund_open_fund_info_em,0.9647,0.9629
