date,nav,acc_nav,daily_growth_pct,source
2023-09-07,0.898,3.461,-0.77,eastmoney
2023-09-08,0.909,3.472,1.22,eastmoney
2023-09-11,0.901,3.464,-0.88,eastmoney
2023-09-12,0.899,3.462,-0.22,eastmoney
2023-09-13,0.891,3.454,-0.89,eastmoney
2023-09-14,0.889,3.452,-0.22,eastmoney
2023-09-15,0.888,3.451,-0.11,eastmoney
2023-09-18,0.89,3.453,0.23,eastmoney
2023-09-19,0.88,3.443,-1.12,eastmoney
2023-09-20,0.875,3.438,-0.57,eastmoney
2023-09-21,0.869,3.432,-0.69,eastmoney
2023-09-22,0.879,3.442,1.15,eastmoney
2023-09-25,0.875,3.438,-0.46,eastmoney
2023-09-26,0.869,3.432,-0.69,eastmoney
2023-09-27,0.874,3.437,0.58,eastmoney
2023-09-28,0.878,3.441,0.46,eastmoney
2023-10-09,0.878,3.441,0.0,eastmoney
2023-10-10,0.869,3.432,-1.03,eastmoney
2023-10-11,0.859,3.422,-1.15,eastmoney
2023-10-12,0.857,3.42,-0.23,eastmoney
2023-10-13,0.849,3.412,-0.93,eastmoney
2023-10-16,0.843,3.406,-0.71,eastmoney
2023-10-17,0.846,3.409,0.36,eastmoney
2023-10-18,0.839,3.402,-0.83,eastmoney
2023-10-19,0.829,3.392,-1.19,eastmoney
2023-10-20,0.82,3.383,-1.09,eastmoney
2023-10-23,0.814,3.377,-0.73,eastmoney
2023-10-24,0.814,3.377,0.0,eastmoney
2023-10-25,0.818,3.381,0.49,eastmoney
2023-10-26,0.82,3.383,0.24,eastmoney
2023-10-27,0.825,3.388,0.61,eastmoney
2023-10-30,0.829,3.392,0.48,eastmoney
2023-10-31,0.826,3.389,-0.36,eastmoney
2023-11-01,0.824,3.387,-0.24,eastmoney
2023-11-02,0.815,3.378,-1.09,eastmoney
2023-11-03,0.82,3.383,0.61,eastmoney
2023-11-06,0.829,3.392,1.1,eastmoney
2023-11-07,0.824,3.387,-0.6,eastmoney
2023-11-08,0.823,3.386,-0.12,eastmoney
2023-11-09,0.822,3.385,-0.12,eastmoney
2023-11-10,0.818,3.381,-0.49,eastmoney
2023-11-13,0.832,3.395,1.71,eastmoney
2023-11-14,0.836,3.399,0.48,eastmoney
2023-11-15,0.836,3.399,0.0,eastmoney
2023-11-16,0.827,3.39,-1.08,eastmoney
2023-11-17,0.831,3.394,0.48,eastmoney
2023-11-20,0.841,3.404,1.2,eastmoney
2023-11-21,0.833,3.396,-0.95,eastmoney
2023-11-22,0.826,3.389,-0.84,eastmoney
2023-11-23,0.835,3.398,1.09,eastmoney
2023-11-24,0.824,3.387,-1.32,eastmoney
2023-11-27,0.826,3.389,0.24,eastmoney
2023-11-28,0.833,3.396,0.85,eastmoney
2023-11-29,0.827,3.39,-0.72,eastmoney
2023-11-30,0.822,3.385,-0.6,eastmoney
2023-12-01,0.814,3.377,-0.97,eastmoney
2023-12-04,0.817,3.38,0.37,eastmoney
2023-12-05,0.805,3.368,-1.47,eastmoney
2023-12-06,0.805,3.368,0.0,eastmoney
2023-12-07,0.799,3.362,-0.75,eastmoney
2023-12-08,0.79,3.353,-1.13,eastmoney
2023-12-11,0.804,3.367,1.77,eastmoney
2023-12-12,0.806,3.369,0.25,eastmoney
2023-12-13,0.799,3.362,-0.87,eastmoney
2023-12-14,0.796,3.359,-0.38,eastmoney
2023-12-15,0.789,3.352,-0.88,eastmoney
2023-12-18,0.78,3.343,-1.14,eastmoney
2023-12-19,0.769,3.332,-1.41,eastmoney
2023-12-20,0.757,3.32,-1.56,eastmoney
2023-12-21,0.761,3.324,0.53,eastmoney
2023-12-22,0.767,3.33,0.79,eastmoney
2023-12-25,0.773,3.336,0.78,eastmoney
2023-12-26,0.766,3.329,-0.91,eastmoney
2023-12-27,0.767,3.33,0.13,eastmoney
2023-12-28,0.775,3.338,1.04,eastmoney
2023-12-29,0.781,3.344,0.77,eastmoney
2023-12-31,0.781,3.344,0.0,eastmoney
2024-01-02,0.775,3.338,-0.77,eastmoney
2024-01-03,0.769,3.332,-0.77,eastmoney
2024-01-04,0.762,3.325,-0.91,eastmoney
2024-01-05,0.751,3.314,-1.44,eastmoney
2024-01-08,0.74,3.303,-1.46,eastmoney
2024-01-09,0.74,3.303,0.0,eastmoney
2024-01-10,0.734,3.297,-0.81,eastmoney
2024-01-11,0.739,3.302,0.68,eastmoney
2024-01-12,0.735,3.298,-0.54,eastmoney
2024-01-15,0.733,3.296,-0.27,eastmoney
2024-01-16,0.733,3.296,0.0,eastmoney
2024-01-17,0.719,3.282,-1.91,eastmoney
2024-01-18,0.726,3.289,0.97,eastmoney
2024-01-19,0.722,3.285,-0.55,eastmoney
2024-01-22,0.704,3.267,-2.49,eastmoney
2024-01-23,0.709,3.272,0.71,eastmoney
2024-01-24,0.711,3.274,0.28,eastmoney
2024-01-25,0.719,3.282,1.13,eastmoney
2024-01-26,0.71,3.273,-1.25,eastmoney
2024-01-29,0.699,3.262,-1.55,eastmoney
2024-01-30,0.688,3.251,-1.57,eastmoney
2024-01-31,0.676,3.239,-1.74,eastmoney
2024-02-01,0.678,3.241,0.3,eastmoney
2024-02-02,0.665,3.228,-1.92,eastmoney
2024-02-05,0.661,3.224,-0.6,eastmoney
2024-02-06,0.688,3.251,4.08,eastmoney
2024-02-07,0.703,3.266,2.18,eastmoney
2024-02-08,0.711,3.274,1.14,eastmoney
2024-02-19,0.713,3.276,0.28,eastmoney
2024-02-20,0.713,3.276,0.0,eastmoney
2024-02-21,0.715,3.278,0.28,eastmoney
2024-02-22,0.719,3.282,0.56,eastmoney
2024-02-23,0.721,3.284,0.28,eastmoney
2024-02-26,0.725,3.288,0.55,eastmoney
2024-02-27,0.74,3.303,2.07,eastmoney
2024-02-28,0.721,3.284,-2.57,eastmoney
2024-02-29,0.741,3.304,2.77,eastmoney
2024-03-01,0.749,3.312,1.08,eastmoney
2024-03-04,0.752,3.315,0.4,eastmoney
2024-03-05,0.752,3.315,0.0,eastmoney
2024-03-06,0.749,3.312,-0.4,eastmoney
2024-03-07,0.737,3.3,-1.6,eastmoney
2024-03-08,0.745,3.308,1.09,eastmoney
2024-03-11,0.753,3.316,1.07,eastmoney
2024-03-12,0.756,3.319,0.4,eastmoney
2024-03-13,0.757,3.32,0.13,eastmoney
2024-03-14,0.755,3.318,-0.26,eastmoney
2024-03-15,0.758,3.321,0.4,eastmoney
2024-03-18,0.769,3.332,1.45,eastmoney
2024-03-19,0.766,3.329,-0.39,eastmoney
2024-03-20,0.765,3.328,-0.13,eastmoney
2024-03-21,0.764,3.327,-0.13,eastmoney
2024-03-22,0.76,3.323,-0.52,eastmoney
2024-03-25,0.75,3.313,-1.32,eastmoney
2024-03-26,0.747,3.31,-0.4,eastmoney
2024-03-27,0.731,3.294,-2.14,eastmoney
2024-03-28,0.739,3.302,1.09,eastmoney
2024-03-29,0.74,3.303,0.14,eastmoney
2024-04-01,0.75,3.313,1.35,eastmoney
2024-04-02,0.742,3.305,-1.07,eastmoney
2024-04-03,0.736,3.299,-0.81,eastmoney
2024-04-08,0.728,3.291,-1.09,eastmoney
2024-04-09,0.732,3.295,0.55,eastmoney
2024-04-10,0.723,3.286,-1.23,eastmoney
2024-04-11,0.723,3.286,0.0,eastmoney
2024-04-12,0.726,3.289,0.41,eastmoney
2024-04-15,0.732,3.295,0.83,eastmoney
2024-04-16,0.719,3.282,-1.78,eastmoney
2024-04-17,0.734,3.297,2.09,eastmoney
2024-04-18,0.73,3.293,-0.54,eastmoney
2024-04-19,0.725,3.288,-0.68,eastmoney
2024-04-22,0.726,3.289,0.14,eastmoney
2024-04-23,0.724,3.287,-0.28,eastmoney
2024-04-24,0.734,3.297,1.38,eastmoney
2024-04-25,0.731,3.294,-0.41,eastmoney
2024-04-26,0.743,3.306,1.64,eastmoney
2024-04-29,0.757,3.32,1.88,eastmoney
2024-04-30,0.754,3.317,-0.4,eastmoney
2024-05-06,0.763,3.326,1.19,eastmoney
2024-05-07,0.765,3.328,0.26,eastmoney
2024-05-08,0.757,3.32,-1.05,eastmoney
2024-05-09,0.768,3.331,1.45,eastmoney
2024-05-10,0.763,3.326,-0.65,eastmoney
2024-05-13,0.761,3.324,-0.26,eastmoney
2024-05-14,0.759,3.322,-0.26,eastmoney
2024-05-15,0.755,3.318,-0.53,eastmoney
2024-05-16,0.755,3.318,0.0,eastmoney
2024-05-17,0.76,3.323,0.66,eastmoney
2024-05-20,0.764,3.327,0.53,eastmoney
2024-05-21,0.762,3.325,-0.26,eastmoney
2024-05-22,0.759,3.322,-0.39,eastmoney
2024-05-23,0.752,3.315,-0.92,eastmoney
2024-05-24,0.744,3.307,-1.06,eastmoney
2024-05-27,0.752,3.315,1.08,eastmoney
2024-05-28,0.747,3.31,-0.66,eastmoney
2024-05-29,0.745,3.308,-0.27,eastmoney
2024-05-30,0.747,3.31,0.27,eastmoney
2024-05-31,0.749,3.312,0.27,eastmoney
2024-06-03,0.753,3.316,0.53,eastmoney
2024-06-04,0.762,3.325,1.2,eastmoney
2024-06-05,0.76,3.323,-0.26,eastmoney
2024-06-06,0.757,3.32,-0.39,eastmoney
2024-06-07,0.753,3.316,-0.53,eastmoney
2024-06-11,0.76,3.323,0.93,eastmoney
2024-06-12,0.76,3.323,0.0,eastmoney
2024-06-13,0.764,3.327,0.53,eastmoney
2024-06-14,0.768,3.331,0.52,eastmoney
2024-06-17,0.777,3.34,1.17,eastmoney
2024-06-18,0.778,3.341,0.13,eastmoney
2024-06-19,0.772,3.335,-0.77,eastmoney
2024-06-20,0.766,3.329,-0.78,eastmoney
2024-06-21,0.768,3.331,0.26,eastmoney
2024-06-24,0.76,3.323,-1.04,eastmoney
2024-06-25,0.75,3.313,-1.32,eastmoney
2024-06-26,0.761,3.324,1.47,eastmoney
2024-06-27,0.752,3.315,-1.18,eastmoney
2024-06-28,0.762,3.325,1.33,eastmoney
2024-06-30,0.762,3.325,0.0,eastmoney
2024-07-01,0.763,3.326,0.13,eastmoney
2024-07-02,0.754,3.317,-1.18,eastmoney
2024-07-03,0.751,3.314,-0.4,eastmoney
2024-07-04,0.748,3.311,-0.4,eastmoney
2024-07-05,0.753,3.316,0.67,eastmoney
2024-07-08,0.748,3.311,-0.66,eastmoney
2024-07-09,0.764,3.327,2.14,eastmoney
2024-07-10,0.766,3.329,0.26,eastmoney
2024-07-11,0.771,3.334,0.65,eastmoney
2024-07-12,0.767,3.33,-0.52,eastmoney
2024-07-15,0.763,3.326,-0.52,eastmoney
2024-07-16,0.771,3.334,1.05,eastmoney
2024-07-17,0.762,3.325,-1.17,eastmoney
2024-07-18,0.765,3.328,0.39,eastmoney
2024-07-19,0.768,3.331,0.39,eastmoney
2024-07-22,0.769,3.332,0.13,eastmoney
2024-07-23,0.749,3.312,-2.6,eastmoney
2024-07-24,0.745,3.308,-0.53,eastmoney
2024-07-25,0.741,3.304,-0.54,eastmoney
2024-07-26,0.75,3.313,1.21,eastmoney
2024-07-29,0.748,3.311,-0.27,eastmoney
2024-07-30,0.744,3.307,-0.53,eastmoney
2024-07-31,0.76,3.323,2.15,eastmoney
2024-08-01,0.758,3.321,-0.26,eastmoney
2024-08-02,0.746,3.309,-1.58,eastmoney
2024-08-05,0.73,3.293,-2.14,eastmoney
2024-08-06,0.739,3.302,1.23,eastmoney
2024-08-07,0.739,3.302,0.0,eastmoney
2024-08-08,0.735,3.298,-0.54,eastmoney
2024-08-09,0.734,3.297,-0.14,eastmoney
2024-08-12,0.732,3.295,-0.27,eastmoney
2024-08-13,0.735,3.298,0.41,eastmoney
2024-08-14,0.728,3.291,-0.95,eastmoney
2024-08-15,0.729,3.292,0.14,eastmoney
2024-08-16,0.73,3.293,0.14,eastmoney
2024-08-19,0.728,3.291,-0.27,eastmoney
2024-08-20,0.723,3.286,-0.69,eastmoney
2024-08-21,0.723,3.286,0.0,eastmoney
2024-08-22,0.72,3.283,-0.41,eastmoney
2024-08-23,0.72,3.283,0.0,eastmoney
2024-08-26,0.716,3.279,-0.56,eastmoney
2024-08-27,0.713,3.276,-0.42,eastmoney
2024-08-28,0.717,3.28,0.56,eastmoney
2024-08-29,0.722,3.285,0.7,eastmoney
2024-08-30,0.733,3.296,1.52,eastmoney
2024-09-02,0.724,3.287,-1.23,eastmoney
2024-09-03,0.73,3.293,0.83,eastmoney
2024-09-04,0.728,3.291,-0.27,eastmoney
2024-09-05,0.73,3.293,0.27,eastmoney
2024-09-06,0.72,3.283,-1.37,eastmoney
2024-09-09,0.718,3.281,-0.28,eastmoney
2024-09-10,0.721,3.284,0.42,eastmoney
2024-09-11,0.723,3.286,0.28,eastmoney
2024-09-12,0.718,3.281,-0.69,eastmoney
2024-09-13,0.715,3.278,-0.42,eastmoney
2024-09-18,0.712,3.275,-0.42,eastmoney
2024-09-19,0.713,3.276,0.14,eastmoney
2024-09-20,0.71,3.273,-0.42,eastmoney
2024-09-23,0.708,3.271,-0.28,eastmoney
2024-09-24,0.727,3.29,2.68,eastmoney
2024-09-25,0.73,3.293,0.41,eastmoney
2024-09-26,0.752,3.315,3.01,eastmoney
2024-09-27,0.778,3.341,3.46,eastmoney
2024-09-30,0.841,3.404,8.1,eastmoney
2024-10-08,0.901,3.464,7.13,eastmoney
2024-10-09,0.853,3.416,-5.33,eastmoney
2024-10-10,0.847,3.41,-0.7,eastmoney
2024-10-11,0.821,3.384,-3.07,eastmoney
2024-10-14,0.836,3.399,1.83,eastmoney
2024-10-15,0.824,3.387,-1.44,eastmoney
2024-10-16,0.816,3.379,-0.97,eastmoney
2024-10-17,0.819,3.382,0.37,eastmoney
2024-10-18,0.848,3.411,3.54,eastmoney
2024-10-21,0.858,3.421,1.18,eastmoney
2024-10-22,0.861,3.424,0.35,eastmoney
2024-10-23,0.856,3.419,-0.58,eastmoney
2024-10-24,0.849,3.412,-0.82,eastmoney
2024-10-25,0.854,3.417,0.59,eastmoney
2024-10-28,0.852,3.415,-0.23,eastmoney
2024-10-29,0.845,3.408,-0.82,eastmoney
2024-10-30,0.842,3.405,-0.36,eastmoney
2024-10-31,0.839,3.402,-0.36,eastmoney
2024-11-01,0.83,3.393,-1.07,eastmoney
2024-11-04,0.842,3.405,1.45,eastmoney
2024-11-05,0.861,3.424,2.26,eastmoney
2024-11-06,0.858,3.421,-0.35,eastmoney
2024-11-07,0.867,3.43,1.05,eastmoney
2024-11-08,0.874,3.437,0.81,eastmoney
2024-11-11,0.886,3.449,1.37,eastmoney
2024-11-12,0.878,3.441,-0.9,eastmoney
2024-11-13,0.875,3.438,-0.34,eastmoney
2024-11-14,0.854,3.417,-2.4,eastmoney
2024-11-15,0.839,3.402,-1.76,eastmoney
2024-11-18,0.829,3.392,-1.19,eastmoney
2024-11-19,0.839,3.402,1.21,eastmoney
2024-11-20,0.847,3.41,0.95,eastmoney
2024-11-21,0.845,3.408,-0.24,eastmoney
2024-11-22,0.824,3.387,-2.49,eastmoney
2024-11-25,0.817,3.38,-0.85,eastmoney
2024-11-26,0.818,3.381,0.12,eastmoney
2024-11-27,0.834,3.397,1.96,eastmoney
2024-11-28,0.832,3.395,-0.24,eastmoney
2024-11-29,0.84,3.403,0.96,eastmoney
2024-12-02,0.847,3.41,0.83,eastmoney
2024-12-03,0.844,3.407,-0.35,eastmoney
2024-12-04,0.837,3.4,-0.83,eastmoney
2024-12-05,0.839,3.402,0.24,eastmoney
2024-12-06,0.846,3.409,0.83,eastmoney
2024-12-09,0.841,3.404,-0.59,eastmoney
2024-12-10,0.843,3.406,0.24,eastmoney
2024-12-11,0.843,3.406,0.0,eastmoney
2024-12-12,0.852,3.415,1.07,eastmoney
2024-12-13,0.84,3.403,-1.41,eastmoney
2024-12-16,0.831,3.394,-1.07,eastmoney
2024-12-17,0.832,3.395,0.12,eastmoney
2024-12-18,0.836,3.399,0.48,eastmoney
2024-12-19,0.839,3.402,0.36,eastmoney
2024-12-20,0.841,3.404,0.24,eastmoney
2024-12-23,0.83,3.393,-1.31,eastmoney
2024-12-24,0.835,3.398,0.6,eastmoney
2024-12-25,0.834,3.397,-0.12,eastmoney
2024-12-26,0.844,3.407,1.2,eastmoney
2024-12-27,0.84,3.403,-0.47,eastmoney
2024-12-30,0.836,3.399,-0.48,eastmoney
2024-12-31,0.822,3.385,-1.67,eastmoney
2025-01-02,0.803,3.366,-2.31,eastmoney
2025-01-03,0.794,3.357,-1.12,eastmoney
2025-01-06,0.793,3.356,-0.13,eastmoney
2025-01-07,0.804,3.367,1.39,eastmoney
2025-01-08,0.799,3.362,-0.62,eastmoney
2025-01-09,0.808,3.371,1.13,eastmoney
2025-01-10,0.801,3.364,-0.87,eastmoney
2025-01-13,0.798,3.361,-0.37,eastmoney
2025-01-14,0.82,3.383,2.76,eastmoney
2025-01-15,0.808,3.371,-1.46,eastmoney
2025-01-16,0.81,3.373,0.25,eastmoney
2025-01-17,0.821,3.384,1.36,eastmoney
2025-01-20,0.827,3.39,0.73,eastmoney
2025-01-21,0.832,3.395,0.6,eastmoney
2025-01-22,0.83,3.393,-0.24,eastmoney
2025-01-23,0.823,3.386,-0.84,eastmoney
2025-01-24,0.834,3.397,1.34,eastmoney
2025-01-27,0.821,3.384,-1.56,eastmoney
2025-02-05,0.823,3.386,0.24,eastmoney
2025-02-06,0.846,3.409,2.79,eastmoney
2025-02-07,0.853,3.416,0.83,eastmoney
2025-02-10,0.856,3.419,0.35,eastmoney
2025-02-11,0.85,3.413,-0.7,eastmoney
2025-02-12,0.858,3.421,0.94,eastmoney
2025-02-13,0.846,3.409,-1.4,eastmoney
2025-02-14,0.85,3.413,0.47,eastmoney
2025-02-17,0.858,3.421,0.94,eastmoney
2025-02-18,0.848,3.411,-1.17,eastmoney
2025-02-19,0.866,3.429,2.12,eastmoney
2025-02-20,0.877,3.44,1.27,eastmoney
2025-02-21,0.896,3.459,2.17,eastmoney
2025-02-24,0.892,3.455,-0.45,eastmoney
2025-02-25,0.889,3.452,-0.34,eastmoney
2025-02-26,0.901,3.464,1.35,eastmoney
2025-02-27,0.895,3.458,-0.67,eastmoney
2025-02-28,0.865,3.428,-3.35,eastmoney
2025-03-03,0.865,3.428,0.0,eastmoney
2025-03-04,0.876,3.439,1.27,eastmoney
2025-03-05,0.88,3.443,0.46,eastmoney
2025-03-06,0.9,3.463,2.27,eastmoney
2025-03-07,0.9,3.463,0.0,eastmoney
2025-03-10,0.902,3.465,0.22,eastmoney
2025-03-11,0.902,3.465,0.0,eastmoney
2025-03-12,0.898,3.461,-0.44,eastmoney
2025-03-13,0.888,3.451,-1.11,eastmoney
2025-03-14,0.898,3.461,1.13,eastmoney
2025-03-17,0.896,3.459,-0.22,eastmoney
2025-03-18,0.9,3.463,0.45,eastmoney
2025-03-19,0.891,3.454,-1.0,eastmoney
2025-03-20,0.887,3.45,-0.45,eastmoney
2025-03-21,0.871,3.434,-1.8,eastmoney
2025-03-24,0.87,3.433,-0.11,eastmoney
2025-03-25,0.867,3.43,-0.34,eastmoney
2025-03-26,0.868,3.431,0.12,eastmoney
2025-03-27,0.873,3.436,0.58,eastmoney
2025-03-28,0.867,3.43,-0.69,eastmoney
2025-03-31,0.861,3.424,-0.69,eastmoney
2025-04-01,0.869,3.432,0.93,eastmoney
2025-04-02,0.867,3.43,-0.23,eastmoney
2025-04-03,0.858,3.421,-1.04,eastmoney
2025-04-07,0.793,3.356,-7.58,eastmoney
2025-04-08,0.793,3.356,0.0,eastmoney
2025-04-09,0.81,3.373,2.14,eastmoney
2025-04-10,0.825,3.388,1.85,eastmoney
2025-04-11,0.835,3.398,1.21,eastmoney
2025-04-14,0.838,3.401,0.36,eastmoney
2025-04-15,0.831,3.394,-0.84,eastmoney
2025-04-16,0.827,3.39,-0.48,eastmoney
2025-04-17,0.828,3.391,0.12,eastmoney
2025-04-18,0.825,3.388,-0.36,eastmoney
2025-04-21,0.837,3.4,1.45,eastmoney
2025-04-22,0.835,3.398,-0.24,eastmoney
2025-04-23,0.837,3.4,0.24,eastmoney
2025-04-24,0.83,3.393,-0.84,eastmoney
2025-04-25,0.832,3.395,0.24,eastmoney
2025-04-28,0.83,3.393,-0.24,eastmoney
2025-04-29,0.833,3.396,0.36,eastmoney
2025-04-30,0.839,3.402,0.72,eastmoney
2025-05-06,0.852,3.415,1.55,eastmoney
2025-05-07,0.852,3.415,0.0,eastmoney
2025-05-08,0.856,3.419,0.47,eastmoney
2025-05-09,0.841,3.404,-1.75,eastmoney
2025-05-12,0.851,3.414,1.19,eastmoney
2025-05-13,0.846,3.409,-0.59,eastmoney
2025-05-14,0.846,3.409,0.0,eastmoney
2025-05-15,0.831,3.394,-1.77,eastmoney
2025-05-16,0.833,3.396,0.24,eastmoney
2025-05-19,0.832,3.395,-0.12,eastmoney
2025-05-20,0.834,3.397,0.24,eastmoney
2025-05-21,0.834,3.397,0.0,eastmoney
2025-05-22,0.828,3.391,-0.72,eastmoney
2025-05-23,0.819,3.382,-1.09,eastmoney
2025-05-26,0.823,3.386,0.49,eastmoney
2025-05-27,0.815,3.378,-0.97,eastmoney
2025-05-28,0.812,3.375,-0.37,eastmoney
2025-05-29,0.828,3.391,1.97,eastmoney
2025-05-30,0.82,3.383,-0.97,eastmoney
2025-06-03,0.824,3.387,0.49,eastmoney
2025-06-04,0.828,3.391,0.49,eastmoney
2025-06-05,0.837,3.4,1.09,eastmoney
2025-06-06,0.835,3.398,-0.24,eastmoney
2025-06-09,0.84,3.403,0.6,eastmoney
2025-06-10,0.829,3.392,-1.31,eastmoney
2025-06-11,0.831,3.394,0.24,eastmoney
2025-06-12,0.83,3.393,-0.12,eastmoney
2025-06-13,0.824,3.387,-0.72,eastmoney
2025-06-16,0.828,3.391,0.49,eastmoney
2025-06-17,0.824,3.387,-0.48,eastmoney
2025-06-18,0.83,3.393,0.73,eastmoney
2025-06-19,0.825,3.388,-0.6,eastmoney
2025-06-20,0.817,3.38,-0.97,eastmoney
2025-06-23,0.824,3.387,0.86,eastmoney
2025-06-24,0.837,3.4,1.58,eastmoney
2025-06-25,0.854,3.417,2.03,eastmoney
2025-06-26,0.848,3.411,-0.7,eastmoney
2025-06-27,0.852,3.415,0.47,eastmoney
2025-06-30,0.868,3.431,1.88,eastmoney
2025-07-01,0.868,3.431,0.0,eastmoney
2025-07-02,0.852,3.415,-1.84,eastmoney
2025-07-03,0.856,3.419,0.47,eastmoney
2025-07-04,0.858,3.421,0.23,eastmoney
2025-07-07,0.852,3.415,-0.7,eastmoney
2025-07-08,0.866,3.429,1.64,eastmoney
2025-07-09,0.863,3.426,-0.35,eastmoney
2025-07-10,0.862,3.425,-0.12,eastmoney
2025-07-11,0.87,3.433,0.93,eastmoney
2025-07-14,0.867,3.43,-0.34,eastmoney
2025-07-15,0.881,3.444,1.61,eastmoney
2025-07-16,0.882,3.445,0.11,eastmoney
2025-07-17,0.896,3.459,1.59,eastmoney
2025-07-18,0.898,3.461,0.22,eastmoney
2025-07-21,0.905,3.468,0.78,eastmoney
2025-07-22,0.906,3.469,0.11,eastmoney
2025-07-23,0.907,3.47,0.11,eastmoney
2025-07-24,0.919,3.482,1.32,eastmoney
2025-07-25,0.927,3.49,0.87,eastmoney
2025-07-28,0.936,3.499,0.97,eastmoney
2025-07-29,0.949,3.512,1.39,eastmoney
2025-07-30,0.94,3.503,-0.95,eastmoney
2025-07-31,0.94,3.503,0.0,eastmoney
2025-08-01,0.936,3.499,-0.43,eastmoney
2025-08-04,0.942,3.505,0.64,eastmoney
2025-08-05,0.941,3.504,-0.11,eastmoney
2025-08-06,0.946,3.509,0.53,eastmoney
2025-08-07,0.942,3.505,-0.42,eastmoney
2025-08-08,0.927,3.49,-1.59,eastmoney
2025-08-11,0.935,3.498,0.86,eastmoney
2025-08-12,0.938,3.501,0.32,eastmoney
2025-08-13,0.959,3.522,2.24,eastmoney
2025-08-14,0.948,3.511,-1.15,eastmoney
2025-08-15,0.968,3.531,2.11,eastmoney
2025-08-18,0.987,3.55,1.96,eastmoney
2025-08-19,0.982,3.545,-0.51,eastmoney
2025-08-20,0.988,3.551,0.61,eastmoney
2025-08-21,0.989,3.552,0.1,eastmoney
2025-08-22,1.025,3.588,3.64,eastmoney
2025-08-25,1.042,3.605,1.66,eastmoney
2025-08-26,1.034,3.597,-0.77,eastmoney
2025-08-27,1.027,3.59,-0.68,eastmoney
2025-08-28,1.064,3.627,3.6,eastmoney
2025-08-29,1.061,3.624,-0.28,eastmoney
2025-09-01,1.075,3.638,1.32,eastmoney
2025-09-02,1.048,3.611,-2.51,eastmoney
2025-09-03,1.045,3.608,-0.29,eastmoney
2025-09-04,0.995,3.558,-4.78,eastmoney
2025-09-05,1.03,3.593,3.52,eastmoney
2025-09-08,1.029,3.592,-0.1,eastmoney
2025-09-09,1.013,3.576,-1.55,eastmoney
2025-09-10,1.02,3.583,0.69,eastmoney
2025-09-11,1.058,3.621,3.73,eastmoney
2025-09-12,1.056,3.619,-0.19,eastmoney
2025-09-15,1.064,3.627,0.76,eastmoney
2025-09-16,1.074,3.637,0.94,eastmoney
2025-09-17,1.09,3.653,1.49,eastmoney
2025-09-18,1.099,3.662,0.83,eastmoney
2025-09-19,1.085,3.648,-1.27,eastmoney
2025-09-22,1.092,3.665,1.57,eastmoney
2025-09-23,1.091,3.664,-0.09,eastmoney
2025-09-24,1.11,3.683,1.74,eastmoney
2025-09-25,1.115,3.688,0.45,eastmoney
2025-09-26,1.095,3.668,-1.79,eastmoney
2025-09-29,1.112,3.685,1.55,eastmoney
2025-09-30,1.127,3.7,1.35,eastmoney
2025-10-09,1.138,3.711,0.98,eastmoney
2025-10-10,1.098,3.671,-3.51,eastmoney
2025-10-13,1.097,3.67,-0.09,eastmoney
2025-10-14,1.052,3.625,-4.1,eastmoney
2025-10-15,1.072,3.645,1.9,eastmoney
2025-10-16,1.066,3.639,-0.56,eastmoney
2025-10-17,1.038,3.611,-2.63,eastmoney
2025-10-20,1.047,3.62,0.87,eastmoney
2025-10-21,1.067,3.64,1.91,eastmoney
2025-10-22,1.062,3.635,-0.47,eastmoney
2025-10-23,1.055,3.628,-0.66,eastmoney
2025-10-24,1.089,3.662,3.22,eastmoney
2025-10-27,1.106,3.679,1.56,eastmoney
2025-10-28,1.107,3.68,0.09,eastmoney
2025-10-29,1.117,3.69,0.9,eastmoney
2025-10-30,1.097,3.67,-1.79,eastmoney
2025-10-31,1.082,3.655,-1.37,eastmoney
2025-11-03,1.08,3.653,-0.18,eastmoney
2025-11-04,1.067,3.64,-1.2,eastmoney
2025-11-05,1.063,3.636,-0.37,eastmoney
2025-11-06,1.086,3.659,2.16,eastmoney
2025-11-07,1.072,3.645,-1.29,eastmoney
2025-11-10,1.062,3.635,-0.93,eastmoney
2025-11-11,1.047,3.62,-1.41,eastmoney
2025-11-12,1.047,3.62,0.0,eastmoney
2025-11-13,1.055,3.628,0.76,eastmoney
2025-11-14,1.034,3.607,-1.99,eastmoney
2025-11-17,1.035,3.608,0.1,eastmoney
2025-11-18,1.036,3.609,0.1,eastmoney
2025-11-19,1.032,3.605,-0.39,eastmoney
2025-11-20,1.021,3.594,-1.07,eastmoney
2025-11-21,0.996,3.569,-2.45,eastmoney
2025-11-24,1.007,3.58,1.1,eastmoney
2025-11-25,1.016,3.589,0.89,eastmoney
2025-11-26,1.027,3.6,1.08,eastmoney
2025-11-27,1.022,3.595,-0.49,eastmoney
2025-11-28,1.031,3.604,0.88,eastmoney
2025-12-01,1.042,3.615,1.07,eastmoney
2025-12-02,1.032,3.605,-0.96,eastmoney
2025-12-03,1.022,3.595,-0.97,eastmoney
2025-12-04,1.035,3.608,1.27,eastmoney
2025-12-05,1.042,3.615,0.68,eastmoney
2025-12-08,1.058,3.631,1.54,eastmoney
2025-12-09,1.059,3.632,0.09,eastmoney
2025-12-10,1.059,3.632,0.0,eastmoney
