date,nav,acc_nav,daily_growth_pct,source
2019-12-25,1.086,3.547,0.74,eastmoney
2019-12-26,1.096,3.557,0.92,eastmoney
2019-12-27,1.091,3.552,-0.46,eastmoney
2019-12-30,1.1,3.561,0.82,eastmoney
2019-12-31,1.105,3.566,0.45,eastmoney
2020-01-02,1.123,3.584,1.63,eastmoney
2020-01-03,1.127,3.588,0.36,eastmoney
2020-01-06,1.127,3.588,0.0,eastmoney
2020-01-07,1.132,3.593,0.44,eastmoney
2020-01-08,1.125,3.586,-0.62,eastmoney
2020-01-09,1.141,3.602,1.42,eastmoney
2020-01-10,1.137,3.598,-0.35,eastmoney
2020-01-13,1.159,3.62,1.93,eastmoney
2020-01-14,1.151,3.612,-0.69,eastmoney
2020-01-15,1.153,3.614,0.17,eastmoney
2020-01-16,1.148,3.609,-0.43,eastmoney
2020-01-17,1.144,3.605,-0.35,eastmoney
2020-01-20,1.158,3.619,1.22,eastmoney
2020-01-21,1.151,3.612,-0.6,eastmoney
2020-01-22,1.17,3.631,1.65,eastmoney
2020-01-23,1.131,3.592,-3.33,eastmoney
2020-02-03,1.054,3.515,-6.81,eastmoney
2020-02-04,1.088,3.549,3.23,eastmoney
2020-02-05,1.09,3.551,0.18,eastmoney
2020-02-06,1.108,3.569,1.65,eastmoney
2020-02-07,1.112,3.573,0.36,eastmoney
2020-02-10,1.116,3.577,0.36,eastmoney
2020-02-11,1.128,3.589,1.08,eastmoney
2020-02-12,1.146,3.607,1.6,eastmoney
2020-02-13,1.149,3.61,0.26,eastmoney
2020-02-14,1.15,3.611,0.09,eastmoney
2020-02-17,1.18,3.641,2.61,eastmoney
2020-02-18,1.195,3.656,1.27,eastmoney
2020-02-19,1.187,3.648,-0.67,eastmoney
2020-02-20,1.214,3.675,2.27,eastmoney
2020-02-21,1.234,3.695,1.65,eastmoney
2020-02-24,1.239,3.7,0.41,eastmoney
2020-02-25,1.244,3.705,0.4,eastmoney
2020-02-26,1.197,3.658,-3.78,eastmoney
2020-02-27,1.195,3.656,-0.17,eastmoney
2020-02-28,1.164,3.625,-2.59,eastmoney
2020-03-02,1.191,3.652,2.32,eastmoney
2020-03-03,1.196,3.657,0.42,eastmoney
2020-03-04,1.197,3.658,0.08,eastmoney
2020-03-05,1.206,3.667,0.75,eastmoney
2020-03-06,1.192,3.653,-1.16,eastmoney
2020-03-09,1.16,3.621,-2.68,eastmoney
2020-03-10,1.186,3.647,2.24,eastmoney
2020-03-11,1.166,3.627,-1.69,eastmoney
2020-03-12,1.149,3.61,-1.46,eastmoney
2020-03-13,1.137,3.598,-1.04,eastmoney
2020-03-16,1.091,3.552,-4.05,eastmoney
2020-03-17,1.092,3.553,0.09,eastmoney
2020-03-18,1.083,3.544,-0.82,eastmoney
2020-03-19,1.085,3.546,0.18,eastmoney
2020-03-20,1.101,3.562,1.47,eastmoney
2020-03-23,1.065,3.526,-3.27,eastmoney
2020-03-24,1.083,3.544,1.69,eastmoney
2020-03-25,1.103,3.564,1.85,eastmoney
2020-03-26,1.097,3.558,-0.54,eastmoney
2020-03-27,1.098,3.559,0.09,eastmoney
2020-03-30,1.085,3.546,-1.18,eastmoney
2020-03-31,1.087,3.548,0.18,eastmoney
2020-04-01,1.087,3.548,0.0,eastmoney
2020-04-02,1.103,3.564,1.47,eastmoney
2020-04-03,1.098,3.559,-0.45,eastmoney
2020-04-07,1.127,3.588,2.64,eastmoney
2020-04-08,1.125,3.586,-0.18,eastmoney
2020-04-09,1.127,3.588,0.18,eastmoney
2020-04-10,1.113,3.574,-1.24,eastmoney
2020-04-13,1.116,3.577,0.27,eastmoney
2020-04-14,1.137,3.598,1.88,eastmoney
2020-04-15,1.128,3.589,-0.79,eastmoney
2020-04-16,1.14,3.601,1.06,eastmoney
2020-04-17,1.148,3.609,0.7,eastmoney
2020-04-20,1.16,3.621,1.05,eastmoney
2020-04-21,1.158,3.619,-0.17,eastmoney
2020-04-22,1.163,3.624,0.43,eastmoney
2020-04-23,1.164,3.625,0.09,eastmoney
2020-04-24,1.154,3.615,-0.86,eastmoney
2020-04-27,1.157,3.618,0.26,eastmoney
2020-04-28,1.159,3.62,0.17,eastmoney
2020-04-29,1.166,3.627,0.6,eastmoney
2020-04-30,1.163,3.624,-0.26,eastmoney
2020-05-06,1.172,3.633,0.77,eastmoney
2020-05-07,1.178,3.639,0.51,eastmoney
2020-05-08,1.18,3.641,0.17,eastmoney
2020-05-11,1.173,3.634,-0.59,eastmoney
2020-05-12,1.178,3.639,0.43,eastmoney
2020-05-13,1.186,3.647,0.68,eastmoney
2020-05-14,1.177,3.638,-0.76,eastmoney
2020-05-15,1.187,3.648,0.85,eastmoney
2020-05-18,1.197,3.658,0.84,eastmoney
2020-05-19,1.207,3.668,0.84,eastmoney
2020-05-20,1.196,3.657,-0.91,eastmoney
2020-05-21,1.186,3.647,-0.84,eastmoney
2020-05-22,1.173,3.634,-1.1,eastmoney
2020-05-25,1.181,3.642,0.68,eastmoney
2020-05-26,1.196,3.657,1.27,eastmoney
2020-05-27,1.181,3.642,-1.25,eastmoney
2020-05-28,1.177,3.638,-0.34,eastmoney
2020-05-29,1.191,3.652,1.19,eastmoney
2020-06-01,1.216,3.677,2.1,eastmoney
2020-06-02,1.208,3.669,-0.66,eastmoney
2020-06-03,1.205,3.666,-0.25,eastmoney
2020-06-04,1.203,3.664,-0.17,eastmoney
2020-06-05,1.201,3.662,-0.17,eastmoney
2020-06-08,1.2,3.661,-0.08,eastmoney
2020-06-09,1.208,3.669,0.67,eastmoney
2020-06-10,1.218,3.679,0.83,eastmoney
2020-06-11,1.219,3.68,0.08,eastmoney
2020-06-12,1.227,3.688,0.66,eastmoney
2020-06-15,1.215,3.676,-0.98,eastmoney
2020-06-16,1.238,3.699,1.89,eastmoney
2020-06-17,1.239,3.7,0.08,eastmoney
2020-06-18,1.235,3.696,-0.32,eastmoney
2020-06-19,1.259,3.72,1.94,eastmoney
2020-06-22,1.266,3.727,0.56,eastmoney
2020-06-23,1.276,3.737,0.79,eastmoney
2020-06-24,1.287,3.748,0.86,eastmoney
2020-06-29,1.278,3.739,-0.7,eastmoney
2020-06-30,1.301,3.762,1.8,eastmoney
2020-07-01,1.308,3.769,0.54,eastmoney
2020-07-02,1.313,3.774,0.38,eastmoney
2020-07-03,1.314,3.775,0.08,eastmoney
2020-07-06,1.344,3.805,2.28,eastmoney
2020-07-07,1.378,3.839,2.53,eastmoney
2020-07-08,1.398,3.859,1.45,eastmoney
2020-07-09,1.431,3.892,2.36,eastmoney
2020-07-10,1.424,3.885,-0.49,eastmoney
2020-07-13,1.463,3.924,2.74,eastmoney
2020-07-14,1.448,3.909,-1.03,eastmoney
2020-07-15,1.43,3.891,-1.24,eastmoney
2020-07-16,1.368,3.829,-4.34,eastmoney
2020-07-17,1.385,3.846,1.24,eastmoney
2020-07-20,1.408,3.869,1.66,eastmoney
2020-07-21,1.425,3.886,1.21,eastmoney
2020-07-22,1.433,3.894,0.56,eastmoney
2020-07-23,1.446,3.907,0.91,eastmoney
2020-07-24,1.382,3.843,-4.43,eastmoney
2020-07-27,1.382,3.843,0.0,eastmoney
2020-07-28,1.4,3.861,1.3,eastmoney
2020-07-29,1.435,3.896,2.5,eastmoney
2020-07-30,1.434,3.895,-0.07,eastmoney
2020-07-31,1.461,3.922,1.88,eastmoney
2020-08-03,1.486,3.947,1.71,eastmoney
2020-08-04,1.471,3.932,-1.01,eastmoney
2020-08-05,1.497,3.958,1.77,eastmoney
2020-08-06,1.481,3.942,-1.07,eastmoney
2020-08-07,1.474,3.935,-0.47,eastmoney
2020-08-10,1.457,3.918,-1.15,eastmoney
2020-08-11,1.442,3.903,-1.03,eastmoney
2020-08-12,1.408,3.869,-2.36,eastmoney
2020-08-13,1.405,3.866,-0.21,eastmoney
2020-08-14,1.421,3.882,1.14,eastmoney
2020-08-17,1.439,3.9,1.27,eastmoney
2020-08-18,1.452,3.913,0.9,eastmoney
2020-08-19,1.424,3.885,-1.93,eastmoney
2020-08-20,1.407,3.868,-1.19,eastmoney
2020-08-21,1.425,3.886,1.28,eastmoney
2020-08-24,1.428,3.889,0.21,eastmoney
2020-08-25,1.424,3.885,-0.28,eastmoney
2020-08-26,1.394,3.855,-2.11,eastmoney
2020-08-27,1.409,3.87,1.08,eastmoney
2020-08-28,1.431,3.892,1.56,eastmoney
2020-08-31,1.432,3.893,0.07,eastmoney
2020-09-01,1.442,3.903,0.7,eastmoney
2020-09-02,1.446,3.907,0.28,eastmoney
2020-09-03,1.437,3.898,-0.62,eastmoney
2020-09-04,1.43,3.891,-0.49,eastmoney
2020-09-07,1.4,3.861,-2.1,eastmoney
2020-09-08,1.4,3.861,0.0,eastmoney
2020-09-09,1.362,3.823,-2.71,eastmoney
2020-09-10,1.366,3.827,0.29,eastmoney
2020-09-11,1.387,3.848,1.54,eastmoney
2020-09-14,1.396,3.857,0.65,eastmoney
2020-09-15,1.413,3.874,1.22,eastmoney
2020-09-16,1.403,3.864,-0.71,eastmoney
2020-09-17,1.398,3.859,-0.36,eastmoney
2020-09-18,1.423,3.884,1.79,eastmoney
2020-09-21,1.413,3.874,-0.7,eastmoney
2020-09-22,1.399,3.86,-0.99,eastmoney
2020-09-23,1.412,3.873,0.93,eastmoney
2020-09-24,1.387,3.848,-1.77,eastmoney
2020-09-25,1.388,3.849,0.07,eastmoney
2020-09-28,1.384,3.845,-0.29,eastmoney
2020-09-29,1.387,3.848,0.22,eastmoney
2020-09-30,1.386,3.847,-0.07,eastmoney
2020-10-09,1.424,3.885,2.74,eastmoney
2020-10-12,1.465,3.926,2.88,eastmoney
2020-10-13,1.473,3.934,0.55,eastmoney
2020-10-14,1.465,3.926,-0.54,eastmoney
2020-10-15,1.45,3.911,-1.02,eastmoney
2020-10-16,1.44,3.901,-0.69,eastmoney
2020-10-19,1.428,3.889,-0.83,eastmoney
2020-10-20,1.445,3.906,1.19,eastmoney
2020-10-21,1.435,3.896,-0.69,eastmoney
2020-10-22,1.425,3.886,-0.7,eastmoney
2020-10-23,1.395,3.856,-2.11,eastmoney
2020-10-26,1.4,3.861,0.36,eastmoney
2020-10-27,1.405,3.866,0.36,eastmoney
2020-10-28,1.411,3.872,0.43,eastmoney
2020-10-29,1.42,3.881,0.64,eastmoney
2020-10-30,1.399,3.86,-1.48,eastmoney
2020-11-02,1.404,3.865,0.36,eastmoney
2020-11-03,1.415,3.876,0.78,eastmoney
2020-11-04,1.42,3.881,0.35,eastmoney
2020-11-05,1.438,3.899,1.27,eastmoney
2020-11-06,1.424,3.885,-0.97,eastmoney
2020-11-09,1.446,3.907,1.54,eastmoney
2020-11-10,1.428,3.889,-1.24,eastmoney
2020-11-11,1.415,3.876,-0.91,eastmoney
2020-11-12,1.412,3.873,-0.21,eastmoney
2020-11-13,1.412,3.873,0.0,eastmoney
2020-11-16,1.42,3.881,0.57,eastmoney
2020-11-17,1.415,3.876,-0.35,eastmoney
2020-11-18,1.407,3.868,-0.57,eastmoney
2020-11-19,1.421,3.882,1.0,eastmoney
2020-11-20,1.42,3.881,-0.07,eastmoney
2020-11-23,1.428,3.889,0.56,eastmoney
2020-11-24,1.416,3.877,-0.84,eastmoney
2020-11-25,1.395,3.856,-1.48,eastmoney
2020-11-26,1.397,3.858,0.14,eastmoney
2020-11-27,1.407,3.868,0.72,eastmoney
2020-11-30,1.401,3.862,-0.43,eastmoney
2020-12-01,1.417,3.878,1.14,eastmoney
2020-12-02,1.417,3.878,0.0,eastmoney
2020-12-03,1.418,3.879,0.07,eastmoney
2020-12-04,1.422,3.883,0.28,eastmoney
2020-12-07,1.407,3.868,-1.05,eastmoney
2020-12-08,1.399,3.86,-0.57,eastmoney
2020-12-09,1.382,3.843,-1.22,eastmoney
2020-12-10,1.379,3.84,-0.22,eastmoney
2020-12-11,1.362,3.823,-1.23,eastmoney
2020-12-14,1.368,3.829,0.44,eastmoney
2020-12-15,1.368,3.829,0.0,eastmoney
2020-12-16,1.366,3.827,-0.15,eastmoney
2020-12-17,1.323,3.834,0.51,eastmoney
2020-12-18,1.316,3.827,-0.53,eastmoney
2020-12-21,1.329,3.84,0.99,eastmoney
2020-12-22,1.315,3.826,-1.05,eastmoney
2020-12-23,1.326,3.837,0.84,eastmoney
2020-12-24,1.316,3.827,-0.75,eastmoney
2020-12-25,1.32,3.831,0.3,eastmoney
2020-12-28,1.322,3.833,0.15,eastmoney
2020-12-29,1.321,3.832,-0.08,eastmoney
2020-12-30,1.334,3.845,0.98,eastmoney
2020-12-31,1.359,3.87,1.87,eastmoney
2021-01-04,1.365,3.876,0.44,eastmoney
2021-01-05,1.372,3.883,0.51,eastmoney
2021-01-06,1.379,3.89,0.51,eastmoney
2021-01-07,1.386,3.897,0.51,eastmoney
2021-01-08,1.372,3.883,-1.01,eastmoney
2021-01-11,1.362,3.873,-0.73,eastmoney
2021-01-12,1.39,3.901,2.06,eastmoney
2021-01-13,1.386,3.897,-0.29,eastmoney
2021-01-14,1.356,3.867,-2.16,eastmoney
2021-01-15,1.35,3.861,-0.44,eastmoney
2021-01-18,1.345,3.856,-0.37,eastmoney
2021-01-19,1.328,3.839,-1.26,eastmoney
2021-01-20,1.363,3.874,2.64,eastmoney
2021-01-21,1.381,3.892,1.32,eastmoney
2021-01-22,1.417,3.928,2.61,eastmoney
2021-01-25,1.453,3.964,2.54,eastmoney
2021-01-26,1.424,3.935,-2.0,eastmoney
2021-01-27,1.411,3.922,-0.91,eastmoney
2021-01-28,1.379,3.89,-2.27,eastmoney
2021-01-29,1.386,3.897,0.51,eastmoney
2021-02-01,1.405,3.916,1.37,eastmoney
2021-02-02,1.436,3.947,2.21,eastmoney
2021-02-03,1.442,3.953,0.42,eastmoney
2021-02-04,1.439,3.95,-0.21,eastmoney
2021-02-05,1.452,3.963,0.9,eastmoney
2021-02-08,1.47,3.981,1.24,eastmoney
2021-02-09,1.498,4.009,1.9,eastmoney
2021-02-10,1.535,4.046,2.47,eastmoney
2021-02-18,1.487,3.998,-3.13,eastmoney
2021-02-19,1.482,3.993,-0.34,eastmoney
2021-02-22,1.408,3.919,-4.99,eastmoney
2021-02-23,1.4,3.911,-0.57,eastmoney
2021-02-24,1.351,3.862,-3.5,eastmoney
2021-02-25,1.349,3.86,-0.15,eastmoney
2021-02-26,1.32,3.831,-2.15,eastmoney
2021-03-01,1.336,3.847,1.21,eastmoney
2021-03-02,1.315,3.826,-1.57,eastmoney
2021-03-03,1.33,3.841,1.14,eastmoney
2021-03-04,1.281,3.792,-3.68,eastmoney
2021-03-05,1.284,3.795,0.23,eastmoney
2021-03-08,1.227,3.738,-4.44,eastmoney
2021-03-09,1.203,3.714,-1.96,eastmoney
2021-03-10,1.225,3.736,1.83,eastmoney
2021-03-11,1.252,3.763,2.2,eastmoney
2021-03-12,1.256,3.767,0.32,eastmoney
2021-03-15,1.22,3.731,-2.87,eastmoney
2021-03-16,1.236,3.747,1.31,eastmoney
2021-03-17,1.248,3.759,0.97,eastmoney
2021-03-18,1.267,3.778,1.52,eastmoney
2021-03-19,1.243,3.754,-1.89,eastmoney
2021-03-22,1.253,3.764,0.8,eastmoney
2021-03-23,1.25,3.761,-0.24,eastmoney
2021-03-24,1.245,3.756,-0.4,eastmoney
2021-03-25,1.252,3.763,0.56,eastmoney
2021-03-26,1.287,3.798,2.8,eastmoney
2021-03-29,1.292,3.803,0.39,eastmoney
2021-03-30,1.304,3.815,0.93,eastmoney
2021-03-31,1.295,3.806,-0.69,eastmoney
2021-04-01,1.313,3.824,1.39,eastmoney
2021-04-02,1.335,3.846,1.68,eastmoney
2021-04-06,1.327,3.838,-0.6,eastmoney
2021-04-07,1.318,3.829,-0.68,eastmoney
2021-04-08,1.334,3.845,1.21,eastmoney
2021-04-09,1.316,3.827,-1.35,eastmoney
2021-04-12,1.296,3.807,-1.52,eastmoney
2021-04-13,1.301,3.812,0.39,eastmoney
2021-04-14,1.31,3.821,0.69,eastmoney
2021-04-15,1.299,3.81,-0.84,eastmoney
2021-04-16,1.299,3.81,0.0,eastmoney
2021-04-19,1.321,3.832,1.69,eastmoney
2021-04-20,1.331,3.842,0.76,eastmoney
2021-04-21,1.346,3.857,1.13,eastmoney
2021-04-22,1.348,3.859,0.15,eastmoney
2021-04-23,1.365,3.876,1.26,eastmoney
2021-04-26,1.358,3.869,-0.51,eastmoney
2021-04-27,1.38,3.891,1.62,eastmoney
2021-04-28,1.399,3.91,1.38,eastmoney
2021-04-29,1.401,3.912,0.14,eastmoney
2021-04-30,1.401,3.912,0.0,eastmoney
2021-05-06,1.371,3.882,-2.14,eastmoney
2021-05-07,1.335,3.846,-2.63,eastmoney
2021-05-10,1.344,3.855,0.67,eastmoney
2021-05-11,1.362,3.873,1.34,eastmoney
2021-05-12,1.38,3.891,1.32,eastmoney
2021-05-13,1.381,3.892,0.07,eastmoney
2021-05-14,1.399,3.91,1.3,eastmoney
2021-05-17,1.432,3.943,2.36,eastmoney
2021-05-18,1.422,3.933,-0.7,eastmoney
2021-05-19,1.414,3.925,-0.56,eastmoney
2021-05-20,1.424,3.935,0.71,eastmoney
2021-05-21,1.413,3.924,-0.77,eastmoney
2021-05-24,1.415,3.926,0.14,eastmoney
2021-05-25,1.453,3.964,2.69,eastmoney
2021-05-26,1.448,3.959,-0.34,eastmoney
2021-05-27,1.46,3.971,0.83,eastmoney
2021-05-28,1.444,3.955,-1.1,eastmoney
2021-05-31,1.458,3.969,0.97,eastmoney
2021-06-01,1.472,3.983,0.96,eastmoney
2021-06-02,1.442,3.953,-2.04,eastmoney
2021-06-03,1.437,3.948,-0.35,eastmoney
2021-06-04,1.444,3.955,0.49,eastmoney
2021-06-07,1.446,3.957,0.14,eastmoney
2021-06-08,1.43,3.941,-1.11,eastmoney
2021-06-09,1.429,3.94,-0.07,eastmoney
2021-06-10,1.44,3.951,0.77,eastmoney
2021-06-11,1.436,3.947,-0.28,eastmoney
2021-06-15,1.427,3.938,-0.63,eastmoney
2021-06-16,1.396,3.907,-2.17,eastmoney
2021-06-17,1.403,3.914,0.5,eastmoney
2021-06-18,1.407,3.918,0.29,eastmoney
2021-06-21,1.422,3.933,1.07,eastmoney
2021-06-22,1.438,3.949,1.13,eastmoney
2021-06-23,1.435,3.946,-0.21,eastmoney
2021-06-24,1.421,3.932,-0.98,eastmoney
2021-06-25,1.444,3.955,1.62,eastmoney
2021-06-28,1.463,3.974,1.32,eastmoney
2021-06-29,1.448,3.959,-1.03,eastmoney
2021-06-30,1.449,3.96,0.07,eastmoney
2021-07-01,1.465,3.976,1.1,eastmoney
2021-07-02,1.41,3.921,-3.75,eastmoney
2021-07-05,1.406,3.917,-0.28,eastmoney
2021-07-06,1.374,3.885,-2.28,eastmoney
2021-07-07,1.403,3.914,2.11,eastmoney
2021-07-08,1.379,3.89,-1.71,eastmoney
2021-07-09,1.371,3.882,-0.58,eastmoney
2021-07-12,1.395,3.906,1.75,eastmoney
2021-07-13,1.402,3.913,0.5,eastmoney
2021-07-14,1.411,3.922,0.64,eastmoney
2021-07-15,1.42,3.931,0.64,eastmoney
2021-07-16,1.393,3.904,-1.9,eastmoney
2021-07-19,1.41,3.921,1.22,eastmoney
2021-07-20,1.411,3.922,0.07,eastmoney
2021-07-21,1.423,3.934,0.85,eastmoney
2021-07-22,1.394,3.905,-2.04,eastmoney
2021-07-23,1.358,3.869,-2.58,eastmoney
2021-07-26,1.302,3.813,-4.12,eastmoney
2021-07-27,1.27,3.781,-2.46,eastmoney
2021-07-28,1.295,3.806,1.97,eastmoney
2021-07-29,1.319,3.83,1.85,eastmoney
2021-07-30,1.295,3.806,-1.82,eastmoney
2021-08-02,1.319,3.83,1.85,eastmoney
2021-08-03,1.344,3.855,1.9,eastmoney
2021-08-04,1.346,3.857,0.15,eastmoney
2021-08-05,1.345,3.856,-0.07,eastmoney
2021-08-06,1.32,3.831,-1.86,eastmoney
2021-08-09,1.336,3.847,1.21,eastmoney
2021-08-10,1.35,3.861,1.05,eastmoney
2021-08-11,1.338,3.849,-0.89,eastmoney
2021-08-12,1.323,3.834,-1.12,eastmoney
2021-08-13,1.317,3.828,-0.45,eastmoney
2021-08-16,1.314,3.825,-0.23,eastmoney
2021-08-17,1.272,3.783,-3.2,eastmoney
2021-08-18,1.276,3.787,0.31,eastmoney
2021-08-19,1.281,3.792,0.39,eastmoney
2021-08-20,1.239,3.75,-3.28,eastmoney
2021-08-23,1.257,3.768,1.45,eastmoney
2021-08-24,1.278,3.789,1.67,eastmoney
2021-08-25,1.285,3.796,0.55,eastmoney
2021-08-26,1.253,3.764,-2.49,eastmoney
2021-08-27,1.259,3.77,0.48,eastmoney
2021-08-30,1.251,3.762,-0.64,eastmoney
2021-08-31,1.232,3.743,-1.52,eastmoney
2021-09-01,1.249,3.76,1.38,eastmoney
2021-09-02,1.22,3.731,-2.32,eastmoney
2021-09-03,1.223,3.734,0.25,eastmoney
2021-09-06,1.263,3.774,3.27,eastmoney
2021-09-07,1.265,3.776,0.16,eastmoney
2021-09-08,1.256,3.767,-0.71,eastmoney
2021-09-09,1.248,3.759,-0.64,eastmoney
2021-09-10,1.249,3.76,0.08,eastmoney
2021-09-13,1.242,3.753,-0.56,eastmoney
2021-09-14,1.252,3.763,0.81,eastmoney
2021-09-15,1.238,3.749,-1.12,eastmoney
2021-09-16,1.238,3.749,0.0,eastmoney
2021-09-17,1.266,3.777,2.26,eastmoney
2021-09-22,1.255,3.766,-0.87,eastmoney
