date,target_next,pred,abs_error
2025-02-18,0.005277044854881119,8.951657094515385e-06,0.005268093197786604
2025-02-19,0.0032079323417906203,3.1286685870503795e-05,0.0031766456559201165
2025-02-20,0.00552325581395352,5.8124435856354726e-06,0.005517443370367885
2025-02-21,-0.00115640358485114,8.817844085245848e-05,0.0012445820257035985
2025-02-24,-0.0008683068017366624,9.155191470876596e-05,0.0009598587164454283
2025-02-25,0.0034762456546928444,2.7974457488044775e-05,0.0034482711972047995
2025-02-26,-0.0017321016166280678,1.1357925996392784e-05,0.0017434595426244607
2025-02-27,-0.008675534991324563,1.689162360598014e-05,0.008692426614930544
2025-02-28,0.0,4.949131575019265e-05,4.949131575019265e-05
2025-03-03,0.0032088681446909018,5.9553660583134055e-05,0.0031493144841077676
2025-03-04,0.0011631288165163678,7.959965329177092e-05,0.0010835291632245968
2025-03-05,0.005808887598024892,4.351068645750204e-05,0.00576537691156739
2025-03-06,0.0,0.00010915545471275674,0.00010915545471275674
2025-03-07,0.0005775339301183902,-4.554353516104842e-05,0.0006230774652794386
2025-03-10,0.0,-5.387472868619711e-05,5.387472868619711e-05
2025-03-11,-0.0011544011544011301,-5.898642038453976e-05,0.0010954147340165904
2025-03-12,-0.0028893383415197205,-5.2683777473804124e-05,0.0028366545640459164
2025-03-13,0.002897710808461351,-0.0001499582143428672,0.0030476690228042184
2025-03-14,-0.0005778676683039219,-6.435713679983415e-05,0.0005135105315040877
2025-03-17,0.001156403584851029,-6.549129584943573e-05,0.0012218948807004647
2025-03-18,-0.0025989026855327557,-6.254688290944569e-05,0.00253635580262331
2025-03-19,-0.0011580775911985697,-5.1868148811833e-05,0.0011062094423867368
2025-03-20,-0.004637681159420315,-6.700358880185945e-05,0.004570677570618456
2025-03-21,-0.0002912055911474809,-0.00011037204527930719,0.00018083354586817372
2025-03-24,-0.0008738712496357826,-0.00010816890389607206,0.0007657023457397105
2025-03-25,0.0002915451895042498,-0.00014345754484942306,0.00043500273435367285
2025-03-26,0.0014573010784026952,-0.00013032207394277518,0.0015876231523454703
2025-03-27,-0.0017462165308497202,-0.00010678039222095171,0.0016394361386287684
2025-03-28,-0.001749271137026276,-0.00015805009867230548,0.0015912210383539705
2025-03-31,0.002336448598130758,-0.00014319531155466405,0.002479643909685422
2025-04-01,-0.0005827505827504798,-0.00012836606255719335,0.0004543845201932864
2025-04-02,-0.0026239067055394694,-0.00012755737762440054,0.002496349327915069
2025-04-03,-0.01900029231218936,-0.0001404605511564211,0.01885983176103294
2025-04-07,0.0,0.00047485338137759163,0.00047485338137759163
2025-04-08,0.005065554231227676,0.000515197099930791,0.0045503571312968845
2025-04-09,0.0044470797509634785,0.000584086234973243,0.0038629935159902357
2025-04-10,0.002951593860684776,0.0006153196907539975,0.0023362741699307784
2025-04-11,0.0008828722778104758,0.000630403697389031,0.0002524685804214448
2025-04-14,-0.0020582181711260583,-8.806504559135028e-05,0.001970153125534708
2025-04-15,-0.0011785503830288313,-2.491140316302001e-05,0.0011536389798658113
2025-04-16,0.0002949852507374562,-6.251465700471164e-05,0.00035749990774216784
2025-04-17,-0.0008846947803008431,-0.00011154063512789989,0.0007731541451729433
2025-04-18,0.0035419126328217754,-0.00013889069859466852,0.003680803331416444
2025-04-21,-0.0005882352941175562,-9.900922482676045e-05,0.0004892260692907957
2025-04-22,0.0005885815185402432,-0.00010581822415149781,0.0006943997426917411
2025-04-23,-0.0020588235294117796,-0.00012891664102631062,0.001929906888385469
2025-04-24,0.000589448865311093,-0.00011438737485846147,0.0007038362401695544
2025-04-25,-0.000589101620029564,-0.00011676185925880337,0.00047233976077076063
2025-04-28,0.0008841732979665284,-0.00018010189655513406,0.0010642751945216626
2025-04-29,0.0017667844522968323,-0.0001774648143538584,0.0019442492666506908
2025-04-30,0.0038212815990592564,-0.00015945338953350018,0.003980734988592757
2025-05-06,0.0,-0.00010651470981175879,0.00010651470981175879
2025-05-07,0.0011713030746705044,-0.00010631343508385837,0.0012776165097543627
2025-05-08,-0.004387247733255384,-0.00012398009024420733,0.004263267643011177
2025-05-09,0.00293772032902484,-5.992964333928218e-05,0.002997649972364122
2025-05-12,-0.0014645577035735657,-5.348244842218077e-05,0.001411075255151385
2025-05-13,0.0,-0.00010286257563853248,0.00010286257563853248
2025-05-14,-0.004400117336462173,-0.00010204332194477604,0.004298074014517397
2025-05-15,0.0005892751915144157,-6.583983495772754e-05,0.0006551150264721432
2025-05-16,-0.0002944640753828054,-9.272755215684823e-05,0.00020173652322595716
2025-05-19,0.000589101620029453,-0.00013286771659925167,0.0007219693366287047
2025-05-20,0.0,-0.00012139496504018708,0.00012139496504018708
2025-05-21,-0.0017662643508977727,-0.0001279933176570675,0.001638271033240705
2025-05-22,-0.0026540843409023074,-0.00016718832937100099,0.0024868960115313065
2025-05-23,0.0011827321111768097,-0.00014536985316241648,0.001328101964339226
2025-05-26,-0.002362669816893037,-0.00014010811817405383,0.0022225616987189833
2025-05-27,-0.000888099467140302,-0.0001537955461026243,0.0007343039210376777
2025-05-28,0.004740740740740712,-0.00016262108397842458,0.004903361824719137
2025-05-29,-0.0023591860808021003,-8.652061124010368e-05,0.0022726654695619966
2025-05-30,0.0011823825007390987,-8.828536078291983e-05,0.0012706678615220185
2025-06-03,0.001180986123413108,-8.573693243061759e-05,0.0012667230558437257
2025-06-04,0.0026540843409024184,-9.098748598906965e-05,0.002745071826891488
2025-06-05,-0.0005882352941175562,-9.819629454030035e-05,0.0004900389995772558
2025-06-06,0.001471453796350719,-0.00012948690725832386,0.001600940703609043
2025-06-09,-0.0032324419629738976,-0.0001771346125307046,0.003055307350443193
2025-06-10,0.000589622641509413,-0.00011459583373446684,0.0007042184752438799
2025-06-11,-0.00029463759575731885,-0.00011969839289857501,0.00017493920285874384
2025-06-12,-0.0017683465959327238,-0.0001351646299130975,0.0016331819660196263
2025-06-13,0.001180986123413108,-0.00011184973667036062,0.0012928358600834686
2025-06-16,-0.0011795930404010502,-0.0001300745441227946,0.0010495184962782556
2025-06-17,0.001771479185119551,-0.00015529410492260055,0.0019267732900421517
2025-06-18,-0.0014736221632772883,-0.0001559110847571233,0.001317711078520165
2025-06-19,-0.0023612750885477762,-0.00013877610170604535,0.002222498986841731
2025-06-20,0.002071005917159807,-0.00014675320271579143,0.0022177591198755987
2025-06-23,0.0038382049010923236,-0.00013664031749053917,0.003974845218582863
2025-06-24,0.004999999999999893,-6.532149237788428e-05,0.005065321492377778
2025-06-25,-0.0017559262510974394,-2.9860367462196954e-05,0.0017260658836352424
2025-06-26,0.0011726766344180017,-5.627350619777866e-05,0.0012289501406157804
2025-06-27,0.00468521229868224,-8.73806963642154e-05,0.004772592995046455
2025-06-30,0.0,-8.52672059827794e-05,8.52672059827794e-05
2025-07-01,-0.004663363450888913,-9.44949894339446e-05,0.004568868461454968
2025-07-02,0.0011713030746705044,-0.00011653596163963037,0.0012878390363101348
2025-07-03,0.0005849663644339476,-0.00012351694049756443,0.000708483304931512
2025-07-04,-0.0017538731365097648,-0.00012020464780321915,0.0016336684887065457
2025-07-07,0.0040995607613469875,-0.00016141006709474487,0.004260970828441732
2025-07-08,-0.0008748906386700783,-0.00010429669304494282,0.0007705939456251355
2025-07-09,-0.00029188558085235794,-0.00011799813514952402,0.00017388744570283392
2025-07-10,0.0023357664233576436,-0.00011810850685197806,0.0024538749302096216
2025-07-11,-0.0008738712496357826,-0.00010688474636864853,0.000766986503267134
2025-07-14,0.004081632653061273,-0.00011238665701257932,0.004194019310073853
2025-07-15,0.00029036004645766056,-0.00014822020826738819,0.0004385802547250487
2025-07-16,0.0040638606676344224,-0.00016826747211470968,0.004232128139749132
2025-07-17,0.0005782017924254035,-0.00015081300200609627,0.0007290147944314998
2025-07-18,0.0020225368390638376,-0.00017069900227698731,0.002193235841340825
2025-07-21,0.00028835063437138153,-0.00016714891522641098,0.0004554995495977925
