date,target_next,pred,residual,volatility_regime,feature_date,target_date,zero_baseline,rolling_mean_baseline,rolling_median_baseline,last_ret_baseline,abs_error,p_up,p_down,strong_signal
2026-04-02,-0.0119256108748228,0.002241877230783664,-0.014167488105606465,mid_vol,2026-04-02,2026-04-03,0.0,0.0009607661591728705,0.0013895463467342717,-0.014141248047356614,0.014167488105606465,0.6023745489227207,0.3976254510772793,True
2026-04-03,0.001266036461849973,0.0022037982392128196,-0.0009377617773628465,high_vol,2026-04-03,2026-04-07,0.0,0.0009136227845338746,0.0013895463467342717,-0.0119256108748228,0.0009377617773628465,0.6494377748282293,0.3505622251717707,True
2026-04-07,0.037595886369383935,0.004853398248294769,0.03274248812108917,high_vol,2026-04-07,2026-04-08,0.0,0.0008713466557387614,0.0013383552725485526,0.001266036461849973,0.03274248812108917,0.6251951871552414,0.37480481284475864,True
2026-04-08,-0.00674303355268524,4.247694254655887e-05,-0.006785510495231799,high_vol,2026-04-08,2026-04-09,0.0,0.0010845572115977802,0.0013895463467342717,0.037595886369383935,0.006785510495231799,0.46517569936743375,0.5348243006325663,False
2026-04-09,0.01455913626697214,0.0031578495721109154,0.011401286694861224,high_vol,2026-04-09,2026-04-10,0.0,0.0010123125492271044,0.0013383552725485526,-0.00674303355268524,0.011401286694861224,0.5468202090722215,0.4531797909277785,False
2026-04-10,-0.0020960980328925682,-0.00019236546522309259,-0.0019037325676694757,high_vol,2026-04-10,2026-04-13,0.0,0.0010661912169102955,0.0013383552725485526,0.01455913626697214,0.0019037325676694757,0.4691853901111972,0.5308146098888028,False
2026-04-13,0.013572467280659195,0.004455992834571253,0.009116474446087942,high_vol,2026-04-13,2026-04-14,0.0,0.0010523962450385332,0.0013383552725485526,-0.0020960980328925682,0.009116474446087942,0.4667147709235531,0.5332852290764469,False
2026-04-14,-0.002391200382591996,1.0426644680968451e-05,-0.002401627027272964,high_vol,2026-04-14,2026-04-15,0.0,0.0011358581576121506,0.0013895463467342717,0.013572467280659195,0.002401627027272964,0.5042249504105333,0.4957750495894667,False
2026-04-15,0.009907318632150774,0.003200220652291963,0.006707097979858811,high_vol,2026-04-15,2026-04-16,0.0,0.0011365634877438357,0.0013895463467342717,-0.002391200382591996,0.006707097979858811,0.5732338697269969,0.42676613027300314,False
2026-04-16,-7.911392405057782e-05,0.0006661661809521002,-0.0007452801050026781,high_vol,2026-04-16,2026-04-17,0.0,0.00115708083818375,0.0013895463467342717,0.009907318632150774,0.0007452801050026781,0.4777912856460546,0.5222087143539453,False
2026-04-17,0.005459292665559001,0.0034494597664392304,0.002009832899119771,high_vol,2026-04-17,2026-04-20,0.0,0.0011309087421610753,0.0013383552725485526,-7.911392405057782e-05,0.002009832899119771,0.5627614223075149,0.4372385776924851,False
2026-04-20,0.0005508341202393741,0.0019076144736531956,-0.0013567803534138216,high_vol,2026-04-20,2026-04-21,0.0,0.0011041404180280176,0.0013383552725485526,0.005459292665559001,0.0013567803534138216,0.5699431081856291,0.4300568918143709,False
2026-04-21,0.0066063704286276614,0.0008818405043123566,0.005724529924315305,mid_vol,2026-04-21,2026-04-22,0.0,0.0010522683221905527,0.0012867350781420317,0.0005508341202393741,0.005724529924315305,0.5776680219832769,0.42233197801672306,False
2026-04-22,-0.005703570591452545,0.001484875375439227,-0.007188445966891771,mid_vol,2026-04-22,2026-04-23,0.0,0.0011020459674827565,0.0013383552725485526,0.0066063704286276614,0.007188445966891771,0.5867371358509713,0.4132628641490287,False
2026-04-23,-0.009036617947508874,0.0002956807833937251,-0.009332298730902598,mid_vol,2026-04-23,2026-04-24,0.0,0.0010216035269819746,0.0012867350781420317,-0.005703570591452545,0.009332298730902598,0.6402087569363114,0.3597912430636886,True
2026-04-24,0.0004757751169612856,0.0023563904945845754,-0.0018806153776232898,mid_vol,2026-04-24,2026-04-27,0.0,0.0009973849188025382,0.0012867350781420317,-0.009036617947508874,0.0018806153776232898,0.6591629453192747,0.34083705468072534,True
