date,target_next,pred,residual,volatility_regime,feature_date,target_date,zero_baseline,rolling_mean_baseline,rolling_median_baseline,last_ret_baseline,abs_error,p_up,p_down,strong_signal
2026-04-27,-0.00499326305777914,0.001692766502848512,-0.006686029560627652,mid_vol,2026-04-27,2026-04-28,0.0,0.000990629617656166,0.0012652793547690555,0.0004757751169612856,0.006686029560627652,0.6463359005914616,0.3536640994085384,True
2026-04-28,0.009797674048112048,0.0012073513025264416,0.008590322745585606,mid_vol,2026-04-28,2026-04-29,0.0,0.0009462090479902868,0.0012625661914967834,-0.00499326305777914,0.008590322745585606,0.6420479566505943,0.35795204334940567,True
2026-04-29,-0.004496331939733422,0.00019813526720906542,-0.004694467206942487,mid_vol,2026-04-29,2026-04-30,0.0,0.001009995107430219,0.0012652793547690555,0.009797674048112048,0.004694467206942487,0.6356042626900676,0.36439573730993235,True
2026-04-30,0.010935023771790897,0.002105691757926016,0.00882933201386488,mid_vol,2026-04-30,2026-05-06,0.0,0.0010823626452962673,0.0012652793547690555,-0.004496331939733422,0.00882933201386488,0.6217824135332684,0.37821758646673165,True
2026-05-06,0.0046245493023984174,0.0006168128097430315,0.004007736492655386,mid_vol,2026-05-06,2026-05-07,0.0,0.0011500009244502056,0.0012867350781420317,0.010935023771790897,0.004007736492655386,0.604715595106281,0.39528440489371897,True
2026-05-07,-0.0033549192478739,0.001519194705340259,-0.004874113953214159,low_vol,2026-05-07,2026-05-08,0.0,0.0011512891641447963,0.0012867350781420317,0.0046245493023984174,0.004874113953214159,0.5974245544154968,0.4025754455845032,False
2026-05-08,0.01424769062157516,0.0005725970325357516,0.013675093589039409,low_vol,2026-05-08,2026-05-11,0.0,0.0010861695593143799,0.0012652793547690555,-0.0033549192478739,0.013675093589039409,0.6153023264309141,0.3846976735690859,True
2026-05-11,-0.0011577647422044146,-0.0005309048680488607,-0.0006268598741555539,low_vol,2026-05-11,2026-05-12,0.0,0.0011448947079369758,0.0012652793547690555,0.01424769062157516,0.0006268598741555539,0.5849803950667937,0.41501960493320633,False
2026-05-12,0.010200139092805705,0.00032811629272206223,0.009872022800083643,low_vol,2026-05-12,2026-05-13,0.0,0.0011499443370373533,0.0012652793547690555,-0.0011577647422044146,0.009872022800083643,0.6140208790177285,0.3859791209822715,True
2026-05-13,-0.01812896810219522,-0.0008062400135733475,-0.017322728088621873,low_vol,2026-05-13,2026-05-14,0.0,0.0012034739308865875,0.0012867350781420317,0.010200139092805705,0.017322728088621873,0.6203256183819262,0.37967438161807376,True
2026-05-14,-0.015191648488625753,0.003454342887648606,-0.01864599137627436,low_vol,2026-05-14,2026-05-15,0.0,0.0010614657969771403,0.0012652793547690555,-0.01812896810219522,0.01864599137627436,0.6256099893902188,0.37439001060978117,True
2026-05-15,-0.002610552962582169,0.0029999625616153524,-0.005610515524197521,low_vol,2026-05-15,2026-05-18,0.0,0.0009698042292934744,0.0012625661914967834,-0.015191648488625753,0.005610515524197521,0.6298520857042614,0.37014791429573857,True
2026-05-18,0.006027918781726038,0.0034889895714182327,0.0025389292103078056,low_vol,2026-05-18,2026-05-19,0.0,0.0009097043573454521,0.0012239882782913991,-0.002610552962582169,0.0025389292103078056,0.7465119088970594,0.25348809110294057,True
2026-05-19,0.0059918006937875745,0.001093091881361077,0.0048987088124264975,low_vol,2026-05-19,2026-05-20,0.0,0.0009709448764278137,0.0012625661914967834,0.006027918781726038,0.0048987088124264975,0.6695910489077379,0.3304089510922621,True
2026-05-20,-0.02014106583072106,0.0007091971804602785,-0.020850263011181338,low_vol,2026-05-20,2026-05-21,0.0,0.0009345041344452404,0.0012625661914967834,0.0059918006937875745,0.020850263011181338,0.7137795831453069,0.2862204168546931,True
2026-05-21,0.020475085979364982,0.0029949129200646032,0.01748017305930038,low_vol,2026-05-21,,0.0,0.0007965939599064343,0.0012239882782913991,-0.02014106583072106,0.01748017305930038,0.728223980827397,0.27177601917260297,True
