date,target_next,p_up,p_down,direction_signal,direction_strength,strong_signal,direction_correct
2026-04-02,-0.0119256108748228,0.6023745489227207,0.3976254510772793,bullish,weak,True,False
2026-04-03,0.001266036461849973,0.6494377748282293,0.3505622251717707,bullish,weak,True,True
2026-04-07,0.037595886369383935,0.6251951871552414,0.37480481284475864,bullish,weak,True,True
2026-04-08,-0.00674303355268524,0.46517569936743375,0.5348243006325663,neutral,none,False,False
2026-04-09,0.01455913626697214,0.5468202090722215,0.4531797909277785,neutral,none,False,False
2026-04-10,-0.0020960980328925682,0.4691853901111972,0.5308146098888028,neutral,none,False,False
2026-04-13,0.013572467280659195,0.4667147709235531,0.5332852290764469,neutral,none,False,False
2026-04-14,-0.002391200382591996,0.5042249504105333,0.4957750495894667,neutral,none,False,False
2026-04-15,0.009907318632150774,0.5732338697269969,0.42676613027300314,neutral,none,False,False
2026-04-16,-7.911392405057782e-05,0.4777912856460546,0.5222087143539453,neutral,none,False,False
2026-04-17,0.005459292665559001,0.5627614223075149,0.4372385776924851,neutral,none,False,False
2026-04-20,0.0005508341202393741,0.5699431081856291,0.4300568918143709,neutral,none,False,False
2026-04-21,0.0066063704286276614,0.5776680219832769,0.42233197801672306,neutral,none,False,False
2026-04-22,-0.005703570591452545,0.5867371358509713,0.4132628641490287,neutral,none,False,False
2026-04-23,-0.009036617947508874,0.6402087569363114,0.3597912430636886,bullish,weak,True,False
2026-04-24,0.0004757751169612856,0.6591629453192747,0.34083705468072534,bullish,strong,True,True
2026-04-27,-0.00499326305777914,0.6463359005914616,0.3536640994085384,bullish,weak,True,False
2026-04-28,0.009797674048112048,0.6420479566505943,0.35795204334940567,bullish,weak,True,True
2026-04-29,-0.004496331939733422,0.6356042626900676,0.36439573730993235,bullish,weak,True,False
2026-04-30,0.010935023771790897,0.6217824135332684,0.37821758646673165,bullish,weak,True,True
2026-05-06,0.0046245493023984174,0.604715595106281,0.39528440489371897,bullish,weak,True,True
2026-05-07,-0.0033549192478739,0.5974245544154968,0.4025754455845032,neutral,none,False,False
2026-05-08,0.01424769062157516,0.6153023264309141,0.3846976735690859,bullish,weak,True,True
2026-05-11,-0.0011577647422044146,0.5849803950667937,0.41501960493320633,neutral,none,False,False
2026-05-12,0.010200139092805705,0.6140208790177285,0.3859791209822715,bullish,weak,True,True
2026-05-13,-0.01812896810219522,0.6203256183819262,0.37967438161807376,bullish,weak,True,False
2026-05-14,-0.015191648488625753,0.6256099893902188,0.37439001060978117,bullish,weak,True,False
2026-05-15,-0.002610552962582169,0.6298520857042614,0.37014791429573857,bullish,weak,True,False
2026-05-18,0.006027918781726038,0.7465119088970594,0.25348809110294057,bullish,strong,True,True
2026-05-19,0.0059918006937875745,0.6695910489077379,0.3304089510922621,bullish,strong,True,True
2026-05-20,-0.02014106583072106,0.7137795831453069,0.2862204168546931,bullish,strong,True,False
2026-05-21,0.020475085979364982,0.728223980827397,0.27177601917260297,bullish,strong,True,True
