date,open,high,low,close,volume,source
2025-03-20,2193.36,2201.42,2149.09,2152.28,26088641653,xueqiu
2025-03-23,2154.67,2160.46,2125.13,2152.55,24385877842,xueqiu
2025-03-24,2154.2,2165.01,2136.61,2145.48,19869731524,xueqiu
2025-03-25,2143.12,2157.78,2139.9,2139.9,18420319141,xueqiu
2025-03-26,2130.49,2165.16,2117.75,2145.1,19171687867,xueqiu
2025-03-27,2140.07,2152.4,2128.21,2128.21,17955464086,xueqiu
2025-03-30,2117.88,2123.87,2087.13,2103.7,18606140083,xueqiu
2025-03-31,2108.46,2127.54,2100.3,2101.88,17136825804,xueqiu
2025-04-01,2103.39,2121.56,2097.82,2104.63,15132911479,xueqiu
2025-04-02,2078.15,2097.67,2057.63,2065.4,16397924585,xueqiu
2025-04-06,1925.64,1939.27,1756.64,1807.21,30407557575,xueqiu
2025-04-07,1837.54,1877.44,1812.13,1840.31,25668214136,xueqiu
2025-04-08,1805.46,1872.93,1777.25,1858.36,27945229735,xueqiu
2025-04-09,1920.64,1944.1,1897.34,1900.53,25668684963,xueqiu
2025-04-10,1885.86,1943.43,1884.6,1926.37,20237823723,xueqiu
2025-04-13,1954.05,1956.16,1928.63,1932.91,19193506347,xueqiu
2025-04-14,1933.89,1940.75,1918.44,1930.4,16842254976,xueqiu
2025-04-15,1918.03,1919.09,1879.78,1907.11,17049971365,xueqiu
2025-04-16,1893.02,1923.53,1892.47,1908.78,15001282078,xueqiu
2025-04-17,1904.99,1917.59,1898.78,1913.97,14686095279,xueqiu
2025-04-20,1910.9,1947.56,1901.81,1944.32,16743253700,xueqiu
2025-04-21,1933.83,1939.69,1923.37,1928.43,17145814898,xueqiu
2025-04-22,1950.44,1962.68,1935.68,1949.16,19999589043,xueqiu
2025-04-23,1946.23,1958.22,1930.9,1935.86,18154588432,xueqiu
2025-04-24,1941.81,1960.63,1937.71,1947.19,16997550933,xueqiu
2025-04-27,1951.16,1951.16,1930.06,1934.46,16372122021,xueqiu
2025-04-28,1929.27,1941.17,1923.86,1931.94,16018650189,xueqiu
2025-04-29,1936.12,1954.62,1931.84,1948.03,16671792948,xueqiu
2025-05-05,1966.97,1988.05,1964.46,1986.41,20480822626,xueqiu
2025-05-06,2024.3,2035.47,1982.37,1996.51,23677734016,xueqiu
2025-05-07,1994.05,2036.1,1991.65,2029.45,20833658487,xueqiu
2025-05-08,2028.43,2028.43,2004.48,2011.77,19219863946,xueqiu
2025-05-11,2042.9,2066.31,2038.34,2064.71,19497949861,xueqiu
2025-05-12,2091.35,2091.35,2058.74,2062.26,19782003675,xueqiu
2025-05-13,2062.27,2103.37,2051.82,2083.14,19351331098,xueqiu
2025-05-14,2076.04,2076.04,2043.1,2043.25,17685185814,xueqiu
2025-05-15,2035.87,2050.89,2035.87,2039.45,16343642348,xueqiu
2025-05-18,2038.05,2038.05,2017.17,2032.76,16621700855,xueqiu
2025-05-19,2041.5,2059.52,2025.86,2048.46,18556348351,xueqiu
2025-05-20,2052.0,2077.48,2050.21,2065.39,17595646281,xueqiu
2025-05-21,2065.41,2065.41,2043.89,2045.57,16978025799,xueqiu
2025-05-22,2043.2,2060.09,2021.5,2021.5,17839165926,xueqiu
2025-05-25,2016.37,2023.49,1991.78,2005.26,14778711915,xueqiu
2025-05-26,2001.62,2001.62,1983.9,1991.64,15097227436,xueqiu
2025-05-27,1996.49,2001.95,1981.67,1985.38,16073660505,xueqiu
2025-05-28,1988.32,2016.21,1986.63,2012.55,19615377832,xueqiu
2025-05-29,2002.73,2004.5,1988.19,1993.19,19207084090,xueqiu
2025-06-02,1986.54,2012.24,1985.57,2002.7,18511574738,xueqiu
2025-06-03,2009.37,2030.92,2009.37,2024.93,18504149321,xueqiu
2025-06-04,2026.63,2053.56,2014.44,2048.62,20848380812,xueqiu
2025-06-05,2047.87,2051.91,2034.1,2039.44,17810899136,xueqiu
2025-06-08,2046.43,2075.58,2045.64,2061.29,20282746568,xueqiu
2025-06-09,2057.97,2063.87,2023.17,2037.27,23768780842,xueqiu
2025-06-10,2044.28,2076.91,2044.28,2061.87,20845583085,xueqiu
2025-06-11,2057.2,2076.84,2051.24,2067.15,21402132576,xueqiu
2025-06-12,2054.97,2065.87,2036.96,2043.82,24178096873,xueqiu
2025-06-15,2038.7,2062.42,2038.7,2057.32,20370262370,xueqiu
2025-06-16,2061.47,2063.08,2045.05,2049.94,21685353341,xueqiu
2025-06-17,2046.69,2059.38,2039.25,2054.73,21130444823,xueqiu
2025-06-18,2049.18,2057.77,2021.18,2026.82,22178848260,xueqiu
2025-06-19,2026.88,2036.02,2007.51,2009.89,19030801593,xueqiu
2025-06-22,1996.96,2021.76,1996.96,2017.63,20025034128,xueqiu
2025-06-23,2024.7,2065.84,2024.7,2064.13,24784030051,xueqiu
2025-06-24,2073.26,2133.03,2072.87,2128.39,26753719715,xueqiu
2025-06-25,2128.86,2142.21,2113.14,2114.43,26941120880,xueqiu
2025-06-26,2125.85,2146.04,2112.75,2124.34,24228122325,xueqiu
2025-06-29,2132.93,2154.0,2128.78,2153.01,23911013520,xueqiu
2025-06-30,2149.22,2152.92,2134.57,2147.92,24885579142,xueqiu
2025-07-01,2140.14,2140.14,2118.55,2123.72,23447120750,xueqiu
2025-07-02,2130.74,2168.61,2130.74,2164.09,21950997467,xueqiu
2025-07-03,2168.35,2187.88,2153.62,2156.23,23237361494,xueqiu
2025-07-06,2148.93,2155.69,2126.32,2130.19,18895035407,xueqiu
2025-07-07,2129.49,2183.06,2129.49,2181.08,22840152026,xueqiu
2025-07-08,2179.32,2204.64,2179.11,2184.67,23373850907,xueqiu
2025-07-09,2192.99,2199.71,2174.21,2189.58,22066356369,xueqiu
2025-07-10,2190.01,2223.31,2181.19,2207.1,23874638447,xueqiu
2025-07-13,2207.54,2208.08,2189.08,2197.07,20231183076,xueqiu
2025-07-14,2211.4,2245.44,2209.9,2235.05,22503760521,xueqiu
2025-07-15,2241.21,2259.64,2227.82,2230.19,20525447688,xueqiu
2025-07-16,2228.52,2269.67,2228.52,2269.33,21366460997,xueqiu
2025-07-17,2279.67,2296.91,2263.97,2277.15,21236027914,xueqiu
2025-07-20,2285.41,2297.14,2273.81,2296.88,22542405159,xueqiu
2025-07-21,2295.36,2313.46,2290.38,2310.86,24246464787,xueqiu
2025-07-22,2308.11,2333.31,2304.63,2310.67,23415958182,xueqiu
2025-07-23,2319.25,2345.37,2318.42,2345.37,23323197809,xueqiu
2025-07-24,2348.28,2350.06,2332.02,2340.06,23383039370,xueqiu
2025-07-27,2346.38,2366.51,2334.16,2362.6,22456352244,xueqiu
2025-07-28,2362.77,2406.59,2355.38,2406.59,23756345560,xueqiu
2025-07-29,2395.86,2395.89,2349.18,2367.68,25732693963,xueqiu
2025-07-30,2382.97,2394.22,2321.72,2328.31,25898683676,xueqiu
2025-07-31,2323.92,2348.02,2304.39,2322.63,23409021848,xueqiu
2025-08-03,2307.37,2334.43,2304.48,2334.32,21729194204,xueqiu
2025-08-04,2349.44,2351.0,2323.74,2343.38,23075942778,xueqiu
2025-08-05,2335.95,2359.82,2335.95,2358.95,26152707427,xueqiu
2025-08-06,2359.42,2372.68,2322.81,2342.86,26684672183,xueqiu
2025-08-07,2338.25,2353.99,2330.01,2333.96,25083102267,xueqiu
2025-08-10,2336.93,2384.86,2336.93,2379.82,25235005667,xueqiu
2025-08-11,2381.16,2409.4,2368.81,2409.4,25197154444,xueqiu
2025-08-12,2417.47,2497.86,2414.48,2496.5,27978318311,xueqiu
2025-08-13,2496.63,2513.37,2463.86,2469.66,30336537680,xueqiu
2025-08-14,2464.67,2541.89,2464.67,2534.22,28918974206,xueqiu
2025-08-17,2549.55,2633.86,2529.25,2606.2,37362688668,xueqiu
2025-08-18,2596.58,2634.6,2586.95,2601.74,33442868322,xueqiu
2025-08-19,2572.01,2608.0,2547.44,2607.65,29261201254,xueqiu
2025-08-20,2614.91,2626.37,2582.05,2595.47,30384813978,xueqiu
2025-08-21,2587.53,2683.9,2587.53,2682.55,30342711754,xueqiu
2025-08-24,2720.28,2782.01,2700.28,2762.99,36260149765,xueqiu
2025-08-25,2747.11,2773.24,2726.72,2742.13,31878215603,xueqiu
2025-08-26,2747.5,2822.27,2723.2,2723.2,37727834549,xueqiu
2025-08-27,2707.34,2827.17,2707.34,2827.17,35354586164,xueqiu
2025-08-28,2828.01,2933.99,2809.32,2890.13,29373174665,xueqiu
2025-08-31,2914.64,2958.14,2886.73,2956.37,28386289830,xueqiu
2025-09-01,2951.03,2979.73,2839.92,2872.22,30935662518,xueqiu
2025-09-02,2882.84,2926.78,2859.51,2899.37,25091650629,xueqiu
2025-09-03,2933.68,2956.41,2741.08,2776.25,26299842630,xueqiu
2025-09-04,2789.91,2962.47,2775.17,2958.18,24771727201,xueqiu
2025-09-07,2964.43,2964.43,2883.26,2933.25,25329374176,xueqiu
2025-09-08,2901.29,2924.58,2843.67,2867.97,22234859228,xueqiu
2025-09-09,2890.05,2926.16,2860.26,2904.27,20777764270,xueqiu
2025-09-10,2917.77,3053.75,2899.83,3053.75,25447939400,xueqiu
2025-09-11,3024.1,3056.53,3009.9,3020.42,25150721836,xueqiu
2025-09-14,3052.06,3106.88,3044.69,3066.18,23223839538,xueqiu
2025-09-15,3072.3,3089.78,3020.63,3087.04,24854904236,xueqiu
2025-09-16,3085.71,3152.31,3064.77,3147.35,25111102223,xueqiu
2025-09-17,3119.77,3168.68,3051.3,3095.85,31894435705,xueqiu
2025-09-18,3098.28,3128.38,3072.76,3091.0,23477469422,xueqiu
2025-09-21,3093.97,3107.89,3053.35,3107.89,20718631488,xueqiu
2025-09-22,3139.5,3157.02,3041.46,3114.55,25791208914,xueqiu
2025-09-23,3089.9,3185.84,3085.7,3185.57,22859302245,xueqiu
2025-09-24,3167.75,3266.0,3161.08,3235.76,23319928041,xueqiu
2025-09-25,3222.19,3251.88,3150.84,3151.53,21482661893,xueqiu
2025-09-28,3165.07,3259.42,3164.8,3238.01,20729574338,xueqiu
2025-09-29,3239.33,3279.02,3218.69,3238.16,20243440466,xueqiu
2025-10-08,3251.04,3322.44,3243.71,3261.82,23703760280,xueqiu
2025-10-09,3230.46,3235.86,3097.63,3113.26,22551217321,xueqiu
2025-10-12,2975.03,3096.4,2975.03,3078.76,21873689399,xueqiu
2025-10-13,3121.0,3124.83,2943.58,2955.98,22320420718,xueqiu
2025-10-14,2964.52,3030.59,2927.51,3025.87,18601522372,xueqiu
2025-10-15,3008.37,3068.84,3001.1,3037.44,18194786000,xueqiu
2025-10-16,3026.4,3042.29,2932.68,2935.37,18561371643,xueqiu
2025-10-19,3007.21,3042.2,2970.19,2993.45,16180975321,xueqiu
2025-10-20,3017.77,3101.93,2994.76,3083.72,17810466223,xueqiu
2025-10-21,3061.27,3089.76,3044.04,3059.32,16494653247,xueqiu
2025-10-22,3050.74,3066.46,3003.34,3062.16,16869804566,xueqiu
2025-10-23,3087.63,3171.57,3082.06,3171.57,18961731623,xueqiu
2025-10-26,3227.18,3241.95,3179.62,3234.45,21386099100,xueqiu
2025-10-27,3205.44,3282.33,3205.05,3229.58,20860102162,xueqiu
2025-10-28,3263.98,3324.27,3258.69,3324.27,21406286895,xueqiu
2025-10-29,3313.79,3331.86,3259.21,3263.02,22401573351,xueqiu
2025-10-30,3260.26,3281.66,3187.53,3187.53,22027565389,xueqiu
2025-11-02,3179.3,3199.4,3120.85,3196.87,21759527226,xueqiu
2025-11-03,3190.4,3207.1,3111.02,3134.09,20044507181,xueqiu
2025-11-04,3068.95,3179.93,3068.95,3166.23,20754576414,xueqiu
2025-11-05,3185.13,3236.68,3177.6,3224.62,20221580487,xueqiu
2025-11-06,3201.26,3240.35,3178.8,3208.21,20687965232,xueqiu
2025-11-09,3221.93,3236.61,3138.3,3178.83,21386904252,xueqiu
2025-11-10,3197.12,3209.89,3130.58,3134.32,21309242939,xueqiu
2025-11-11,3122.58,3137.58,3078.64,3122.03,20984119403,xueqiu
2025-11-12,3119.09,3209.7,3107.62,3201.75,21742032083,xueqiu
2025-11-13,3145.92,3167.11,3111.51,3111.51,22187791062,xueqiu
2025-11-16,3097.34,3120.73,3082.23,3105.2,22556245327,xueqiu
2025-11-17,3089.38,3115.31,3052.64,3069.22,23819998560,xueqiu
2025-11-18,3065.17,3113.22,3061.96,3076.85,22625038578,xueqiu
2025-11-19,3131.84,3137.07,3039.38,3042.34,20879138541,xueqiu
2025-11-20,2979.37,2996.79,2920.04,2920.08,26151644557,xueqiu
2025-11-23,2946.46,2951.43,2892.27,2929.04,23161936858,xueqiu
2025-11-24,2970.73,3027.83,2961.93,2980.93,24024435111,xueqiu
2025-11-25,2976.7,3081.49,2962.99,3044.69,22334976266,xueqiu
2025-11-26,3041.2,3113.44,3027.31,3031.3,20387814598,xueqiu
2025-11-27,3029.98,3067.76,3013.49,3052.59,19515270119,xueqiu
2025-11-30,3060.56,3093.96,3037.69,3092.5,21934313917,xueqiu
2025-12-01,3091.37,3094.18,3056.36,3071.15,20129147253,xueqiu
2025-12-02,3078.86,3105.3,3028.7,3036.79,20422076580,xueqiu
2025-12-03,3037.05,3075.46,3016.58,3067.48,18560350573,xueqiu
2025-12-04,3084.22,3115.81,3048.94,3109.3,19740694341,xueqiu
2025-12-07,3119.15,3214.48,3119.15,3190.27,22272684716,xueqiu
2025-12-08,3183.61,3235.54,3175.51,3209.6,20469271490,xueqiu
2025-12-09,3201.38,3220.24,3143.41,3209.0,19418789389,xueqiu
2025-12-10,3210.55,3246.32,3163.67,3163.67,20231526057,xueqiu
2025-12-11,3172.73,3203.25,3137.63,3194.36,21124705287,xueqiu
2025-12-14,3157.32,3184.62,3135.66,3137.8,18805737479,xueqiu
2025-12-15,3130.43,3141.58,3058.79,3071.76,19011928010,xueqiu
2025-12-16,3072.62,3181.69,3072.62,3175.91,19528389781,xueqiu
2025-12-17,3138.66,3154.07,3107.06,3107.06,17728639788,xueqiu
2025-12-18,3134.8,3157.29,3112.03,3122.24,18586489992,xueqiu
2025-12-21,3153.75,3197.94,3153.75,3191.98,18429100013,xueqiu
2025-12-22,3196.31,3227.07,3184.53,3205.01,19173835081,xueqiu
2025-12-23,3207.41,3235.0,3193.97,3229.58,19138187728,xueqiu
2025-12-24,3232.97,3249.11,3200.49,3239.34,20206380525,xueqiu
2025-12-25,3232.41,3268.69,3219.13,3243.88,21918254369,xueqiu
2025-12-28,3237.77,3250.09,3208.08,3222.61,20380696064,xueqiu
2025-12-29,3208.32,3251.13,3207.73,3242.9,21812662427,xueqiu
2025-12-30,3247.74,3254.89,3198.25,3203.17,21524735513,xueqiu
2026-01-04,3229.93,3295.29,3229.93,3294.55,27193281085,xueqiu
2026-01-05,3279.81,3321.44,3265.73,3319.29,28721598721,xueqiu
2026-01-06,3331.34,3351.22,3298.55,3329.69,28015980149,xueqiu
2026-01-07,3308.74,3328.96,3285.16,3302.31,28975104611,xueqiu
2026-01-08,3279.38,3330.01,3269.99,3327.81,34390690394,xueqiu
2026-01-11,3323.64,3398.05,3282.39,3388.34,42107354052,xueqiu
2026-01-12,3390.69,3416.84,3307.63,3321.89,43383945088,xueqiu
2026-01-13,3333.17,3403.95,3308.63,3349.14,45747890683,xueqiu
2026-01-14,3318.11,3372.47,3309.06,3367.92,32057847933,xueqiu
2026-01-15,3394.35,3407.86,3354.65,3361.02,31207946438,xueqiu
2026-01-18,3340.94,3383.79,3326.13,3337.61,26621349636,xueqiu
2026-01-19,3340.46,3347.94,3257.44,3277.98,27165406485,xueqiu
2026-01-20,3270.13,3329.5,3270.13,3295.52,23948878439,xueqiu
2026-01-21,3312.75,3337.27,3280.32,3328.65,24404857113,xueqiu
2026-01-22,3334.02,3349.5,3316.65,3349.5,30412862714,xueqiu
2026-01-25,3365.61,3367.99,3304.36,3319.15,32611407503,xueqiu
2026-01-26,3316.02,3366.68,3277.26,3342.6,27587950248,xueqiu
2026-01-27,3359.79,3361.14,3301.05,3323.56,26766098209,xueqiu
2026-01-28,3322.48,3356.48,3298.59,3304.51,30472268868,xueqiu
2026-01-29,3301.54,3369.24,3255.65,3346.36,27027733353,xueqiu
2026-02-01,3368.14,3390.3,3262.12,3264.11,24588688349,xueqiu
2026-02-02,3318.06,3332.48,3249.06,3324.89,23671373858,xueqiu
2026-02-03,3298.32,3318.9,3244.71,3311.51,24528871537,xueqiu
2026-02-04,3277.72,3288.38,3238.78,3260.28,21523408207,xueqiu
2026-02-05,3222.88,3288.03,3199.14,3236.46,21811951636,xueqiu
2026-02-08,3299.6,3340.33,3276.57,3332.77,24291965810,xueqiu
2026-02-09,3321.88,3348.48,3320.54,3320.54,24765845248,xueqiu
2026-02-10,3312.64,3324.18,3284.24,3284.74,22868681600,xueqiu
2026-02-11,3294.57,3334.35,3292.68,3328.06,23384976784,xueqiu
2026-02-12,3309.43,3323.37,3275.29,3275.96,21303428350,xueqiu
2026-02-23,3331.79,3343.24,3292.5,3308.26,22806548986,xueqiu
2026-02-24,3313.09,3363.18,3302.76,3354.82,23909389880,xueqiu
2026-02-25,3346.74,3351.57,3310.55,3344.98,25847472819,xueqiu
2026-02-26,3303.98,3326.58,3292.89,3310.3,24631306875,xueqiu
2026-03-01,3257.05,3319.91,3257.05,3294.16,28129374118,xueqiu
2026-03-02,3316.63,3331.26,3206.62,3209.48,29431026496,xueqiu
2026-03-03,3171.19,3217.11,3149.41,3164.37,22227172251,xueqiu
2026-03-04,3236.15,3264.8,3194.96,3216.94,24663559210,xueqiu
2026-03-05,3197.66,3248.9,3177.87,3229.3,22744597843,xueqiu
2026-03-08,3152.72,3220.01,3111.88,3208.58,26033805303,xueqiu
2026-03-09,3281.94,3308.75,3272.99,3306.14,24166346904,xueqiu
2026-03-10,3318.41,3388.1,3318.41,3349.53,24092611314,xueqiu
2026-03-11,3357.03,3358.77,3286.77,3317.52,23092635432,xueqiu
2026-03-12,3296.5,3342.85,3296.11,3310.28,23174192773,xueqiu
2026-03-15,3323.98,3360.35,3284.05,3357.02,21332907492,xueqiu
2026-03-16,3385.71,3390.02,3279.87,3280.06,21304831798,xueqiu
2026-03-17,3307.82,3350.56,3274.26,3346.37,19827853590,xueqiu
2026-03-18,3311.44,3361.21,3295.45,3309.1,20420119802,xueqiu
2026-03-19,3362.07,3426.61,3348.7,3352.1,23218761536,xueqiu
2026-03-22,3300.56,3334.46,3214.82,3235.22,24733070427,xueqiu
2026-03-23,3266.93,3270.19,3155.27,3251.55,21120597994,xueqiu
2026-03-24,3287.17,3325.26,3278.73,3316.97,21172852892,xueqiu
2026-03-25,3299.03,3347.23,3264.0,3272.49,19042231818,xueqiu
2026-03-26,3236.37,3323.33,3228.41,3295.88,17412636642,xueqiu
2026-03-29,3254.43,3281.39,3224.6,3273.36,17720844030,xueqiu
2026-03-30,3247.28,3280.48,3184.95,3184.95,18574089561,xueqiu
2026-03-31,3255.26,3255.26,3206.8,3247.52,18679909441,xueqiu
2026-04-01,3229.6,3229.68,3155.13,3172.65,18044885765,xueqiu
2026-04-02,3197.77,3199.44,3149.15,3149.6,16815416696,xueqiu
2026-04-06,3162.82,3181.35,3133.78,3160.82,15243733723,xueqiu
2026-04-07,3257.91,3348.39,3243.78,3347.61,23335370695,xueqiu
2026-04-08,3316.29,3340.3,3301.65,3323.3,20167761511,xueqiu
2026-04-09,3355.07,3470.72,3354.77,3448.79,21159335203,xueqiu
2026-04-12,3434.32,3492.48,3434.32,3476.44,18606777299,xueqiu
2026-04-13,3507.11,3560.3,3493.37,3558.53,20767637327,xueqiu
2026-04-14,3596.08,3599.98,3491.45,3514.96,20989509422,xueqiu
2026-04-15,3531.26,3629.42,3518.36,3626.27,21875998972,xueqiu
2026-04-16,3643.15,3685.1,3620.33,3678.29,21997562737,xueqiu
2026-04-19,3657.35,3696.26,3642.81,3677.58,22153754286,xueqiu
2026-04-20,3662.26,3695.74,3619.48,3688.94,20243258935,xueqiu
2026-04-21,3660.42,3755.75,3660.09,3752.76,21449935190,xueqiu
2026-04-22,3769.02,3785.23,3681.57,3720.25,24049902028,xueqiu
2026-04-23,3682.5,3699.94,3625.0,3667.79,23383900550,xueqiu
2026-04-26,3677.89,3686.94,3640.11,3648.79,22238333908,xueqiu
2026-04-27,3623.49,3636.93,3580.39,3596.71,22441110186,xueqiu
2026-04-28,3578.42,3692.21,3578.42,3687.17,22064042336,xueqiu
2026-04-29,3704.11,3718.4,3660.22,3677.15,20798181622,xueqiu
2026-05-05,3760.67,3815.07,3724.53,3778.16,25634419946,xueqiu
2026-05-06,3807.99,3840.06,3761.23,3833.06,25815180558,xueqiu
2026-05-07,3792.04,3840.16,3787.17,3796.13,24924292682,xueqiu
2026-05-10,3829.61,3937.87,3797.5,3928.97,27924567028,xueqiu
2026-05-11,3947.14,3954.99,3897.82,3934.88,26003913074,xueqiu
2026-05-12,3900.74,4041.99,3893.8,4038.33,25913345381,xueqiu
2026-05-13,4087.85,4090.42,3937.6,3951.14,26220077583,xueqiu
2026-05-14,3957.74,4002.73,3870.37,3929.06,25683564909,xueqiu
2026-05-17,3895.07,3961.16,3883.4,3914.88,22794230610,xueqiu
2026-05-18,3894.0,3918.31,3808.47,3908.44,23456006498,xueqiu
2026-05-19,3889.68,3947.22,3887.15,3921.79,23271297718,xueqiu
2026-05-20,3962.3,4017.81,3827.52,3829.78,27603979369,xueqiu
2026-05-21,3875.81,3948.99,3856.21,3938.5,22184248859,xueqiu
2026-05-24,3974.97,4022.74,3905.69,4021.16,24053478010,xueqiu
