date,close,ret,source,proxy_symbol,proxy_name
2020-01-02,0.363,,theme_proxy,515880,通信ETF
2020-01-03,0.365,0.005509641873278293,theme_proxy,515880,通信ETF
2020-01-06,0.368,0.008219178082191858,theme_proxy,515880,通信ETF
2020-01-07,0.37,0.005434782608695565,theme_proxy,515880,通信ETF
2020-01-08,0.363,-0.018918918918918948,theme_proxy,515880,通信ETF
2020-01-09,0.375,0.03305785123966953,theme_proxy,515880,通信ETF
2020-01-10,0.376,0.002666666666666595,theme_proxy,515880,通信ETF
2020-01-13,0.384,0.02127659574468077,theme_proxy,515880,通信ETF
2020-01-14,0.379,-0.01302083333333337,theme_proxy,515880,通信ETF
2020-01-15,0.38,0.0026385224274405594,theme_proxy,515880,通信ETF
2020-01-16,0.38,0.0,theme_proxy,515880,通信ETF
2020-01-17,0.38,0.0,theme_proxy,515880,通信ETF
2020-01-20,0.393,0.03421052631578947,theme_proxy,515880,通信ETF
2020-01-21,0.389,-0.010178117048346036,theme_proxy,515880,通信ETF
2020-01-22,0.395,0.015424164524421524,theme_proxy,515880,通信ETF
2020-01-23,0.379,-0.040506329113924044,theme_proxy,515880,通信ETF
2020-02-03,0.341,-0.10026385224274403,theme_proxy,515880,通信ETF
2020-02-04,0.346,0.014662756598240234,theme_proxy,515880,通信ETF
2020-02-05,0.35,0.011560693641618602,theme_proxy,515880,通信ETF
2020-02-06,0.358,0.02285714285714291,theme_proxy,515880,通信ETF
2020-02-07,0.363,0.013966480446927276,theme_proxy,515880,通信ETF
2020-02-10,0.365,0.005509641873278293,theme_proxy,515880,通信ETF
2020-02-11,0.366,0.00273972602739736,theme_proxy,515880,通信ETF
2020-02-12,0.372,0.016393442622950838,theme_proxy,515880,通信ETF
2020-02-13,0.369,-0.008064516129032251,theme_proxy,515880,通信ETF
2020-02-14,0.369,0.0,theme_proxy,515880,通信ETF
2020-02-17,0.391,0.05962059620596216,theme_proxy,515880,通信ETF
2020-02-18,0.394,0.007672634271099765,theme_proxy,515880,通信ETF
2020-02-19,0.392,-0.005076142131979711,theme_proxy,515880,通信ETF
2020-02-20,0.402,0.025510204081632626,theme_proxy,515880,通信ETF
2020-02-21,0.415,0.03233830845771135,theme_proxy,515880,通信ETF
2020-02-24,0.451,0.08674698795180724,theme_proxy,515880,通信ETF
2020-02-25,0.463,0.026607538802660757,theme_proxy,515880,通信ETF
2020-02-26,0.432,-0.06695464362850978,theme_proxy,515880,通信ETF
2020-02-27,0.433,0.0023148148148148806,theme_proxy,515880,通信ETF
2020-02-28,0.405,-0.0646651270207852,theme_proxy,515880,通信ETF
2020-03-02,0.432,0.06666666666666665,theme_proxy,515880,通信ETF
2020-03-03,0.429,-0.00694444444444442,theme_proxy,515880,通信ETF
2020-03-04,0.424,-0.011655011655011704,theme_proxy,515880,通信ETF
2020-03-05,0.426,0.004716981132075526,theme_proxy,515880,通信ETF
2020-03-06,0.422,-0.009389671361502372,theme_proxy,515880,通信ETF
2020-03-09,0.41,-0.028436018957346043,theme_proxy,515880,通信ETF
2020-03-10,0.444,0.08292682926829276,theme_proxy,515880,通信ETF
2020-03-11,0.431,-0.029279279279279313,theme_proxy,515880,通信ETF
2020-03-12,0.434,0.006960556844547661,theme_proxy,515880,通信ETF
2020-03-13,0.434,0.0,theme_proxy,515880,通信ETF
2020-03-16,0.396,-0.0875576036866359,theme_proxy,515880,通信ETF
2020-03-17,0.395,-0.002525252525252486,theme_proxy,515880,通信ETF
2020-03-18,0.381,-0.03544303797468362,theme_proxy,515880,通信ETF
2020-03-19,0.396,0.03937007874015741,theme_proxy,515880,通信ETF
2020-03-20,0.398,0.005050505050504972,theme_proxy,515880,通信ETF
2020-03-23,0.383,-0.03768844221105527,theme_proxy,515880,通信ETF
2020-03-24,0.39,0.018276762402088753,theme_proxy,515880,通信ETF
2020-03-25,0.397,0.017948717948717885,theme_proxy,515880,通信ETF
2020-03-26,0.384,-0.032745591939546626,theme_proxy,515880,通信ETF
2020-03-27,0.378,-0.015625,theme_proxy,515880,通信ETF
2020-03-30,0.361,-0.044973544973545,theme_proxy,515880,通信ETF
2020-03-31,0.357,-0.011080332409972304,theme_proxy,515880,通信ETF
2020-04-01,0.355,-0.0056022408963585235,theme_proxy,515880,通信ETF
2020-04-02,0.371,0.04507042253521121,theme_proxy,515880,通信ETF
2020-04-03,0.363,-0.021563342318059342,theme_proxy,515880,通信ETF
2020-04-07,0.374,0.030303030303030276,theme_proxy,515880,通信ETF
2020-04-08,0.38,0.016042780748663166,theme_proxy,515880,通信ETF
2020-04-09,0.381,0.002631578947368318,theme_proxy,515880,通信ETF
2020-04-10,0.366,-0.03937007874015752,theme_proxy,515880,通信ETF
2020-04-13,0.355,-0.030054644808743203,theme_proxy,515880,通信ETF
2020-04-14,0.365,0.028169014084507005,theme_proxy,515880,通信ETF
2020-04-15,0.362,-0.008219178082191747,theme_proxy,515880,通信ETF
2020-04-16,0.365,0.008287292817679592,theme_proxy,515880,通信ETF
2020-04-17,0.366,0.00273972602739736,theme_proxy,515880,通信ETF
2020-04-20,0.372,0.016393442622950838,theme_proxy,515880,通信ETF
2020-04-21,0.371,-0.0026881720430107503,theme_proxy,515880,通信ETF
2020-04-22,0.372,0.0026954177897573484,theme_proxy,515880,通信ETF
2020-04-23,0.363,-0.024193548387096753,theme_proxy,515880,通信ETF
2020-04-24,0.357,-0.016528925619834767,theme_proxy,515880,通信ETF
2020-04-27,0.357,0.0,theme_proxy,515880,通信ETF
2020-04-28,0.354,-0.008403361344537785,theme_proxy,515880,通信ETF
2020-04-29,0.352,-0.005649717514124353,theme_proxy,515880,通信ETF
2020-04-30,0.369,0.048295454545454586,theme_proxy,515880,通信ETF
2020-05-06,0.379,0.027100271002709952,theme_proxy,515880,通信ETF
2020-05-07,0.377,-0.00527704485488123,theme_proxy,515880,通信ETF
2020-05-08,0.384,0.018567639257294433,theme_proxy,515880,通信ETF
2020-05-11,0.389,0.01302083333333326,theme_proxy,515880,通信ETF
2020-05-12,0.386,-0.007712082262210762,theme_proxy,515880,通信ETF
2020-05-13,0.384,-0.005181347150259086,theme_proxy,515880,通信ETF
2020-05-14,0.38,-0.01041666666666663,theme_proxy,515880,通信ETF
2020-05-15,0.382,0.0052631578947368585,theme_proxy,515880,通信ETF
2020-05-18,0.371,-0.028795811518324665,theme_proxy,515880,通信ETF
2020-05-19,0.375,0.010781671159029615,theme_proxy,515880,通信ETF
2020-05-20,0.372,-0.008000000000000007,theme_proxy,515880,通信ETF
2020-05-21,0.363,-0.024193548387096753,theme_proxy,515880,通信ETF
2020-05-22,0.358,-0.01377410468319562,theme_proxy,515880,通信ETF
2020-05-25,0.348,-0.027932960893854775,theme_proxy,515880,通信ETF
2020-05-26,0.355,0.02011494252873569,theme_proxy,515880,通信ETF
2020-05-27,0.352,-0.008450704225352101,theme_proxy,515880,通信ETF
2020-05-28,0.349,-0.008522727272727293,theme_proxy,515880,通信ETF
2020-05-29,0.349,0.0,theme_proxy,515880,通信ETF
2020-06-01,0.367,0.05157593123209181,theme_proxy,515880,通信ETF
2020-06-02,0.371,0.01089918256130784,theme_proxy,515880,通信ETF
2020-06-03,0.372,0.0026954177897573484,theme_proxy,515880,通信ETF
